Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"gravatar com login","70","72","90","58.93","2.37","https://tomticket.tomticket.com/kb/perguntas-frequentes/como-usar-o-gravatar-para-enviar-sua-foto","0.00","0.00","0.06","4010000","0.11,0.11,0.56,0.11,1.00,0.78,1.00,0.33,0.11,0.11,0.44,0.56","1513412223"
"help desk locaweb","89","87","30","68.13","0.45","https://tomticket.tomticket.com/kb/outros/criacao-de-chamados-por-email","0.00","0.00","0.50","12000","0.60,0.60,0.60,0.40,0.60,0.40,0.40,0.80,0.60,0.60,1.00,0.60","1513104673"
"que é firmware","40","29","70","79.01","0.00","https://cemexecutive.tomticket.com/kb/appego---solucoes-de-monitoramento-pessoal-a-distancia/o-que-e-firmware","0.00","0.00","0.00","24600000","0.33,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.33,0.78","1511706418"
"ticket facil","95","0","210","69.05","0.32","https://www.tomticket.com/","0.00","0.00","0.03","593000","0.11,0.02,0.05,0.02,0.09,0.03,0.13,0.06,0.09,0.35,0.30,1.00","1511628016"
"locaweb.com.br email","82","71","70","60.10","0.16","https://tomticket.tomticket.com/kb/outros/criacao-de-chamados-por-email","0.00","0.00","0.28","197000","0.05,0.10,0.24,0.14,0.33,0.33,1.00,1.00,0.43,0.10,0.14,0.14","1511228598"
"caixa de mensagem do hotmail","93","0","140","88.11","0.00","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.05","532000","1.00,0.23,0.82,0.18,0.18,0.44,0.28,0.23,0.23,0.36,0.44,0.18","1512405254"
"uolhost imap","81","69","40","86.10","2.28","https://tomticket.tomticket.com/kb/outros/criacao-de-chamados-por-email","0.00","0.00","0.08","12000","0.60,0.60,0.80,0.80,0.40,0.60,0.60,0.60,0.80,0.60,1.00,1.00","1509322289"
"vivo com br controle ilimitado","80","0","210","81.77","2.28","https://www.tomticket.com/","0.00","0.00","0.93","0","0.30,0.30,0.12,0.30,1.00,0.05,0.36,0.01,0.55,0.55,0.67,0.36","1513318757"
"aplicativo da ticket","57","68","90","77.92","0.00","https://www.tomticket.com/","0.00","0.00","0.14","523000","0.07,0.01,1.00,0.44,1.00,0.44,0.10,0.15,0.36,0.24,0.24,0.24","1510570479"
"base do conhecimento","25","0","30","66.16","0.00","https://tomticket.tomticket.com/kb","0.00","0.00","0.10","10400000","0.40,0.40,0.80,0.60,0.60,0.20,0.40,0.60,1.00,0.80,0.60,1.00","1511749625"
"chats online brasileiros","68","0","390","74.75","1.04","https://www.tomticket.com/","0.00","0.00","0.80","0","0.54,0.67,0.67,0.44,0.44,0.44,0.44,0.44,0.82,1.00,0.67,0.54","1511399369"
"como reiniciar modem gvt","40","30","90","76.67","0.00","https://cmtec.tomticket.com/kb/5--wireless-e-network/desbloqueio-modem-gvt---pace","0.00","0.00","0.09","12000","0.44,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.44,0.11","1511189912"
"app cadastro de clientes","87","84","50","81.79","1.92","https://www.tomticket.com/","0.00","0.00","0.67","564000","0.71,0.57,0.71,0.71,0.57,0.71,0.71,0.71,0.57,0.71,0.57,1.00","1509308656"
"baixar aplicativo do tom","64","35","140","90.27","0.03","https://www.tomticket.com/download","0.00","0.00","0.26","485000","1.00,0.82,0.65,0.82,1.00,0.82,1.00,0.82,0.82,0.65,0.53,0.82","1508910007"
"longuin","72","17","390","68.85","0.00","https://painel.tomticket.com/","0.00","0.00","0.00","2750000000","1.00,0.54,0.24,0.54,0.29,0.82,0.82,0.19,0.29,0.29,0.44,0.44","1513235950"
"toner de impressora","60","55","480","82.85","2.60","https://polen.tomticket.com/kb/como-trocar-o-toner/como-efetuar-a-troca-do-toner-da-impressora-scx-6555nx","0.00","0.00","0.66","615000","0.67,0.67,0.67,0.54,0.67,0.54,0.67,0.67,1.00,0.82,0.82,0.67","1511625114"
"agencia moria","30","22","90","57.82","0.00","https://agenciamoria.tomticket.com/helpdesk?account=664576P02052016023420&e=3","0.00","0.00","0.04","388000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1511184073"
"adm developer","26","23","90","73.49","0.00","https://admdeveloper.tomticket.com/helpdesk/novasenha?id=EP07060","0.00","0.00","0.04","589000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1511143995"
"impressora samsung scx4521f","73","0","40","91.89","1.43","https://polen.tomticket.com/kb/como-emitir-relatorio-de-uso-total-da-impressora/como-emitir-relatorio-de-uso-total-da-impressora-scx-5835nx","0.00","0.00","1.00","38000","0.80,1.00,0.60,0.80,0.60,0.60,0.60,0.60,0.80,0.80,0.80,0.80","1512608522"
"login ticket","51","57","320","37.03","0.94","https://painel.tomticket.com/","0.00","0.00","0.13","4500000","1.00,0.19,0.44,0.19,0.36,0.12,0.12,0.55,0.36,0.36,0.24,0.24","1513240697"
"site de chat online gratis","73","77","30","62.80","1.82","https://www.tomticket.com/","0.00","0.00","0.97","3980000","0.60,0.40,0.40,0.60,0.40,0.20,0.40,0.40,0.40,1.00,0.80,0.40","1513161157"
"planos vivo celular gratis","98","0","390","90.05","1.95","https://www.tomticket.com/","0.00","0.00","0.75","1770000","0.19,0.15,0.67,0.15,0.67,1.00,0.24,0.54,0.36,0.36,0.36,0.24","1513325437"
"caixa de entrada da hotmail","74","67","30","85.35","0.00","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.07","516000","0.20,0.40,0.80,0.60,0.40,0.60,0.20,0.60,1.00,1.00,0.60,0.60","1513187760"
"caixa de entrada de hotmail","65","61","140","91.83","0.00","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.03","509000","1.00,0.81,0.81,0.67,0.43,0.52,0.33,0.43,0.52,0.52,0.52,0.52","1512408523"
"cfop 5926","52","41","390","56.54","0.00","https://suportepetros.tomticket.com/kb/2---historico-de-versoes-do-petros/2-7---versao-233---21-07-2017","0.00","0.00","0.00","2000","0.19,1.00,0.44,1.00,0.67,0.67,0.15,0.36,0.24,0.24,0.36,0.24","1513249500"
"blog locaweb","58","0","210","59.22","2.80","https://blog.tomticket.com/emails-locaweb-2ce9b12d9ddd","0.00","0.00","0.09","209000","0.44,0.36,0.29,0.29,0.19,0.36,0.24,1.00,0.36,0.36,0.44,0.29","1512406343"
"wwww hotmail com caixa de entrada","59","0","110","81.94","0.00","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.00","495000","0.24,0.24,1.00,0.24,0.19,0.36,0.06,0.02,0.05,0.05,0.05,0.02","1513381487"
"hotmail entrar caixa de entrada","70","71","2900","82.05","0.03","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.02","452000","0.02,0.03,0.03,0.04,0.05,0.04,0.06,0.05,0.07,0.24,1.00,0.30","1513517288"
"caixa entrada hotmail","59","62","720","83.50","0.03","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.04","575000","1.00,0.77,0.68,0.55,0.55,0.55,0.55,0.45,0.68,0.55,0.45,0.45","1512962911"
"clearcftv","52","53","320","66.49","8.99","https://www.tomticket.com/chat/?id=EP00695&ac=44480P20012014112042","0.00","0.00","0.15","55000","0.30,0.30,0.67,0.30,0.36,0.19,0.24,1.00,0.67,0.67,0.55,0.24","1513252460"
"clearcftv","51","52","320","66.49","8.99","https://www.tomticket.com/chat/?id=EP00698&ac=44672P20012014115715","0.00","0.00","0.15","55000","0.30,0.30,0.67,0.30,0.36,0.19,0.24,1.00,0.67,0.67,0.55,0.24","1513252460"
"tamanho de pasta","68","0","90","79.47","0.00","https://cmtec.tomticket.com/kb/8--windows-e-office/windows---reduzindo-tamanho-da-pasta-winsxs","0.00","0.00","0.00","1140000","0.11,0.11,0.56,0.11,1.00,0.78,1.00,0.33,0.11,0.11,0.44,0.56","1513547243"
"clear cftv","34","0","880","74.00","1.07","https://www.tomticket.com/chat/?id=EP00695&ac=44480P20012014112042","0.00","0.00","0.04","158000","1.00,0.72,0.88,0.88,0.88,0.72,0.88,0.88,1.00,0.88,1.00,0.88","1511684316"
"clear cftv","33","33","880","74.00","1.07","https://www.tomticket.com/chat/?id=EP00698&ac=44672P20012014115715","0.00","0.00","0.04","158000","1.00,0.72,0.88,0.88,0.88,0.72,0.88,0.88,1.00,0.88,1.00,0.88","1511684316"
"impressora samsung 4521f","78","80","40","86.20","1.10","https://polen.tomticket.com/kb/como-emitir-relatorio-de-uso-total-da-impressora/como-emitir-relatorio-de-uso-total-da-impressora-scx-5835nx","0.00","0.00","0.97","9000","0.60,0.80,1.00,0.80,0.60,0.60,0.80,0.80,0.80,0.60,1.00,0.60","1512962385"
"locaweb com br email","95","75","90","58.85","0.55","https://tomticket.tomticket.com/kb/outros/criacao-de-chamados-por-email","0.00","0.00","0.24","303000","0.81,1.00,0.06,0.15,0.19,0.02,0.10,0.02,0.44,0.44,0.15,0.02","1513443644"
"como recuperar a senha do notebook","67","73","140","89.22","0.06","https://notebookecia.tomticket.com/helpdesk/novasenha?account=784256P26082016020534","0.00","0.00","0.05","156000","0.81,0.12,0.29,0.66,0.24,1.00,1.00,0.24,0.36,0.36,0.36,0.36","1513388178"
"mensagens de conhecimento","64","52","90","71.49","0.00","https://tomticket.tomticket.com/kb/recursos/mensagens-offline","0.00","0.00","0.01","9480000","0.64,0.50,0.64,0.64,1.00,0.64,0.36,0.50,0.64,0.50,1.00,0.79","1513087333"
"sistema de cadastro de clientes gratuito","70","74","30","78.80","6.48","https://www.tomticket.com/","0.00","0.00","0.84","11200000","0.80,0.40,0.40,0.60,0.60,0.20,0.40,0.20,0.80,0.80,1.00,1.00","1513127830"
"caixa outlook","54","19","50","90.92","0.00","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.03","450000","0.14,0.14,0.14,0.21,0.29,0.64,1.00,0.50,0.50,0.36,0.29,0.21","1509308763"
"caixa de entrada de email hotmail","56","76","50","88.74","0.00","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.22","2920000","0.64,1.00,0.50,0.50,0.21,0.36,0.29,0.36,0.21,0.21,0.21,0.29","1512528808"
"recalcular boleto sicredi","100","100","720","57.87","1.27","https://suportepetros.tomticket.com/kb/2---historico-de-versoes-do-petros/2-1---versao-223---18-04-2017","0.00","0.00","0.03","0","0.55,0.67,0.16,0.02,0.16,1.00,0.44,0.19,0.30,0.30,0.30,0.44","1511142953"
"como ler email no gmail","15","16","70","87.51","0.52","https://tomticket.tomticket.com/kb/perguntas-frequentes/nao-e-possivel-ler-emails-no-gmail","0.00","0.00","0.30","1810000","0.45,1.00,0.82,0.82,0.64,0.45,0.27,0.27,0.27,0.45,0.64,0.45","1512428008"
"programa help desk","12","13","20","61.69","67.00","https://www.tomticket.com/","0.00","0.02","0.97","2560000","0.33,0.67,0.67,0.67,0.67,0.33,0.33,0.67,0.33,1.00,0.33,0.67","1511773954"
"controle de atendimento ao cliente","22","26","30","50.11","3.84","https://www.tomticket.com/","0.00","0.00","0.46","1380000","1.00,0.75,0.75,0.75,1.00,0.50,1.00,1.00,1.00,0.50,0.75,0.75","1513100556"
"meu tom para baixar gratis","93","0","40","91.07","0.03","https://www.tomticket.com/download","0.00","0.00","0.27","1470000","0.71,0.57,0.71,1.00,0.29,0.57,0.71,0.57,0.29,0.29,0.14,0.29","1513087051"
"bateria gps","36","31","90","82.94","0.26","https://cemexecutive.tomticket.com/kb/appego---solucoes-de-monitoramento-pessoal-a-distancia/quanto-tempo-dura-a-bateria-do-appego-gps","0.00","0.00","0.78","739000","1.00,0.78,1.00,0.78,0.78,1.00,0.78,1.00,1.00,0.78,0.78,1.00","1512462534"
"problemas locaweb","69","0","480","63.83","0.78","https://blog.tomticket.com/emails-locaweb-2ce9b12d9ddd","0.00","0.00","0.15","87000","0.08,1.00,0.03,0.10,0.10,0.16,0.06,0.02,0.05,0.05,0.08,0.02","1513396814"
"www.tiket.com.br","53","0","390","63.98","0.61","https://www.tomticket.com/","0.00","0.00","0.20","101000000","0.81,0.66,0.81,0.81,0.81,0.81,0.66,0.54,1.00,0.66,0.66,0.66","1511787479"
"entrar locaweb","73","0","50","67.94","0.35","https://blog.tomticket.com/emails-locaweb-2ce9b12d9ddd","0.00","0.00","0.10","89000","0.45,0.45,0.45,0.82,0.45,0.45,0.36,0.45,0.45,0.27,1.00,0.82","1512589670"
"baixar o aplicativo do tom","48","50","40","89.63","0.03","https://www.tomticket.com/download","0.00","0.00","0.38","541000","0.57,0.43,0.57,1.00,1.00,0.71,0.71,0.43,0.43,0.43,0.43,0.43","1512972794"
"minha caixa de entrada do hotmail","41","37","40","91.86","0.00","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.20","499000","0.80,0.80,0.60,1.00,0.80,1.00,0.80,0.40,0.40,0.60,0.40,0.40","1509323368"
"www locaweb email","87","0","1000","61.99","0.09","https://blog.tomticket.com/emails-locaweb-2ce9b12d9ddd","0.00","0.00","0.11","254000","0.84,0.68,1.00,0.68,0.46,0.38,0.53,0.46,0.46,0.38,0.38,0.38","1512457384"
"modelos de tickets","83","78","70","66.49","1.92","https://www.tomticket.com/","0.00","0.00","0.17","569000","0.16,0.28,0.12,0.28,0.03,0.06,0.22,0.06,1.00,0.12,0.16,0.06","1511253167"
"meu tom app","100","0","30","88.24","0.00","https://www.tomticket.com/","0.00","0.00","0.29","1880000","1.00,0.60,0.40,0.80,0.80,0.60,0.60,0.20,0.40,0.60,0.40,0.40","1513103946"
"criar conta no shaiya","13","20","30","54.79","0.00","https://shfenix.tomticket.com/helpdesk/cadastro?account=869760P15112016061319","0.00","0.00","0.09","0","0.80,1.00,0.60,0.60,0.40,0.80,1.00,0.60,0.40,0.40,0.40,0.40","1511349263"
"chat disponível","27","17","70","85.61","0.03","https://blog.tomticket.com/personalização-de-chat-fixo-disponível-f75da1f9b6fe","0.00","0.00","0.24","12500000","0.53,1.00,0.53,0.53,0.41,0.18,0.24,0.41,0.29,0.41,0.24,0.24","1511280596"
"atendente de help desk","65","64","20","86.65","1.62","https://www.tomticket.com/","0.00","0.00","0.56","94000","0.40,0.40,0.40,0.40,0.60,0.20,1.00,0.40,0.40,0.40,0.60,0.60","1511794870"
"unidao","75","73","170","71.84","0.00","https://painel.tomticket.com/","0.00","0.00","0.00","30000","0.44,0.24,1.00,0.24,0.12,0.36,0.36,0.82,0.12,0.12,0.19,0.19","1513364770"
"atendimento netflix","92","93","320","65.72","0.00","https://www.tomticket.com/externo?id=EP00552&account=35328P01122013064239","0.00","0.00","0.05","557000","0.44,0.44,0.36,0.36,0.44,0.54,0.66,0.66,0.66,0.81,0.81,1.00","1511400239"
"cx de entrada do hotmail","59","64","20","86.81","0.03","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.23","485000","0.20,0.20,0.20,0.20,0.40,0.40,0.40,0.20,0.20,0.40,0.60,1.00","1511808795"
"locaweb helpdesk","89","90","70","72.82","17.20","https://tomticket.tomticket.com/kb/outros/criacao-de-chamados-por-email","0.00","0.00","0.41","17000","0.78,0.78,0.22,0.78,1.00,0.11,1.00,0.44,0.78,0.78,0.33,0.22","1511188802"
"uni viçosa","74","66","50","78.86","0.00","https://www.tomticket.com/chat/?id=EP07673&ac=491072P21102015022335","0.00","0.00","0.02","237000","0.71,0.29,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.71,0.57,1.00","1509352811"
"cadastro de clientes online gratis","45","39","70","72.58","4.00","https://www.tomticket.com/","0.00","0.00","0.77","1580000","0.50,0.50,0.50,0.50,0.50,0.29,1.00,0.64,0.29,0.36,0.29,0.36","1512465490"
"meu tom para baixar","60","0","170","89.50","0.03","https://www.tomticket.com/download","0.00","0.00","0.15","635000","0.65,0.54,0.42,0.81,0.81,1.00,1.00,0.65,0.65,0.42,0.65,0.42","1512489551"
"abertura de empresa online gratis","94","72","90","57.42","0.00","https://www.tomticket.com/","0.00","0.00","0.51","1380000","0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78,0.56","1511188976"
"caixa de entrada do outlook","30","36","210","82.06","0.09","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.01","2380000","1.00,0.54,0.24,0.54,0.29,0.82,0.82,0.19,0.29,0.29,0.44,0.44","1513339647"
"verificar email","46","49","880","77.73","1.14","https://tomticket.tomticket.com/kb/api/verificar-email-na-blacklist","0.00","0.00","0.57","23600000","0.88,0.88,0.88,0.88,0.88,0.72,0.72,0.72,1.00,1.00,1.00,1.00","1512492125"
"abaixa tom","39","52","170","91.49","0.03","https://www.tomticket.com/download","0.00","0.00","0.04","868000","0.82,1.00,0.24,1.00,0.67,0.16,0.67,0.30,0.44,0.44,0.44,0.19","1513366286"
"tickt.com.br","33","30","50","30.56","0.52","https://painel.tomticket.com/","0.00","0.00","0.21","23500000","0.57,0.71,1.00,0.71,0.71,0.71,1.00,1.00,0.71,0.71,1.00,0.57","1512556694"
"chamados","61","60","1600","68.78","1.69","https://tomticket.tomticket.com/kb/chamados/escalonamento-de-chamados","0.00","0.00","0.00","21400000","0.06,0.05,0.11,0.05,0.09,0.03,0.05,0.24,0.16,1.00,0.82,0.37","1513592305"
"sistema de cadastro online","94","89","20","66.17","1.66","https://www.tomticket.com/","0.00","0.00","0.85","6580000","0.50,0.25,0.25,0.50,0.50,0.50,0.50,0.25,1.00,0.75,0.50,0.75","1511809219"
"desktop baixaki","60","64","90","92.39","5.93","https://www.tomticket.com/download","0.00","0.00","0.10","367000","1.00,0.82,0.82,0.64,0.64,0.64,0.64,0.45,0.64,0.82,0.82,0.82","1512417473"
"outlook entrar caixa de entrada","59","59","1900","86.45","0.03","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.02","273000","0.01,0.30,0.24,0.04,0.02,0.16,0.67,0.67,0.54,0.44,1.00,0.54","1513600052"
"locaweb suporte","40","0","260","69.02","0.39","https://blog.tomticket.com/emails-locaweb-2ce9b12d9ddd","0.00","0.00","0.17","93000","0.24,0.24,1.00,0.24,0.29,0.15,0.29,0.67,0.44,0.44,0.54,1.00","1513486764"
"abrir caixa de entrada do hotmail","78","55","40","94.15","0.06","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.08","614000","1.00,1.00,0.27,0.18,0.09,0.18,0.18,0.09,0.36,0.36,0.36,0.09","1509343143"
"appego","20","20","140","68.01","0.16","https://cemexecutive.tomticket.com/kb/appego---solucoes-de-monitoramento-pessoal-a-distancia/quanto-tempo-dura-a-bateria-do-appego-gps","0.00","0.00","0.02","26000","0.30,0.36,0.82,0.36,0.82,0.55,0.24,1.00,0.16,0.16,0.16,0.24","1513367576"
"samell","85","67","260","82.73","0.00","https://painel.tomticket.com/","0.00","0.00","0.06","42000","0.82,0.44,0.19,0.44,1.00,0.29,0.67,0.15,1.00,1.00,0.04,0.36","1513490349"
"entrar na caixa de entrada hotmail","84","0","20","76.19","0.00","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.06","606000","0.75,1.00,1.00,0.75,0.25,0.25,1.00,0.75,0.25,0.50,0.25,0.25","1508824826"
"hotmail entrar na caixa de entrada","95","72","70","83.19","0.03","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.05","1560000","0.12,0.16,0.16,0.12,0.09,0.12,0.09,0.12,0.16,0.03,0.06,1.00","1512535168"
"exemplos de status","98","96","110","84.78","0.00","https://tomticket.tomticket.com/kb/chamados/status-do-chamado","0.00","0.00","0.02","3120000","0.36,0.24,0.12,0.05,0.29,0.36,0.29,0.66,0.15,1.00,0.03,0.44","1513473971"
"entrar na caixa de entrada do meu hotmail","81","73","50","81.79","0.03","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.16","554000","1.00,0.71,0.71,0.71,1.00,0.71,0.57,0.71,1.00,0.43,0.43,0.14","1512531251"
"freire project","27","22","90","66.45","0.00","https://freireproject.tomticket.com/helpdesk/login?account=807808P16092016122814","0.00","0.00","0.00","8630000","0.20,0.20,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.40,1.00","1510510069"
"help desk software free","76","81","20","42.46","84.50","https://www.tomticket.com/","0.00","0.00","0.90","72700000","1.00,0.50,1.00,1.00,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00","1511730322"
"contato download","60","77","30","55.86","0.00","https://www.tomticket.com/download","0.00","0.00","0.01","20000000","1.00,0.75,0.50,0.50,0.75,0.75,0.75,0.75,0.50,0.75,0.50,0.50","1513134795"
"sistema de help desk open source","85","72","40","50.48","24.57","https://www.tomticket.com/","0.00","0.00","0.92","204000","0.43,0.57,0.71,0.71,0.71,0.14,0.29,0.43,0.57,0.57,1.00,0.43","1512958410"
"chat para meu site","87","98","20","62.47","1.36","https://tomticket.tomticket.com/kb/atendimento-online-chat/integrar-atendimento-online-em-popup","0.00","0.00","0.71","2910000","0.67,0.33,0.67,0.67,0.67,0.67,1.00,0.67,0.67,0.33,0.67,0.33","1511377489"
"como tirar cartucho da impressora","56","63","110","83.80","0.00","https://polen.tomticket.com/kb/como-trocar-o-toner/como-efetuar-a-troca-do-toner-da-impressora-scx-6555nx","0.00","0.00","0.01","230000","0.79,1.00,0.79,0.64,1.00,0.79,1.00,0.64,0.36,0.64,0.64,1.00","1512413479"
"tom aplicativo","84","0","140","86.88","0.03","https://www.tomticket.com/download","0.00","0.00","0.24","541000","0.81,1.00,0.81,0.81,0.81,0.52,0.67,0.43,0.43,0.33,0.43,0.43","1512405285"
"principais tipos de conhecimento","48","39","90","69.07","0.00","https://cmtec.tomticket.com/kb/7--servidores-e-backup/principais-tipos-de-backup","0.00","0.00","0.00","19400000","0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78,0.11","1513566504"
"haddo hotel","28","0","50","56.12","1.01","https://haddo.tomticket.com/kb/haddo-hotel/equipe-haddo-hotel","0.00","0.00","0.32","116000","0.18,0.27,0.18,0.36,0.36,0.27,0.18,0.64,0.45,1.00,0.45,0.36","1512554471"
"configurar imap uol host","82","87","30","88.67","0.00","https://tomticket.tomticket.com/kb/outros/criacao-de-chamados-por-email","0.00","0.00","0.07","12000","0.75,0.75,0.75,0.50,0.50,0.50,0.75,0.50,0.50,1.00,0.75,0.75","1511795026"
"canal de atendimento pc sistemas","18","20","90","62.31","8.21","https://www.tomticket.com/","0.00","0.00","0.25","300000","0.04,0.44,0.19,0.01,1.00,0.29,0.03,0.15,1.00,1.00,0.15,0.36","1513430784"
"gerenciador de email online","80","0","90","79.32","1.82","https://www.tomticket.com/","0.00","0.00","0.49","1720000","0.24,0.04,0.10,0.24,0.29,0.01,0.01,0.67,0.44,0.04,0.04,1.00","1513448789"
"cadeado amarelo","32","0","90","68.08","0.52","https://cmtec.tomticket.com/kb/8--windows-e-office/cadeado-amarelo-em-pastas-e-arquivos","0.00","0.00","0.61","645000","0.33,0.11,0.44,0.11,0.78,0.33,0.22,0.78,0.11,0.11,1.00,0.11","1513485156"
"plano vivo controle com aparelho gratis","96","0","70","90.19","1.62","https://www.tomticket.com/","0.00","0.00","0.75","890000","0.44,0.78,0.33,0.78,0.11,0.44,0.56,0.11,0.78,0.78,1.00,0.78","1511297636"
"ler meu gmail","50","0","90","88.02","0.06","https://tomticket.tomticket.com/kb/perguntas-frequentes/nao-e-possivel-ler-emails-no-gmail","0.00","0.00","0.33","541000","0.64,1.00,0.79,1.00,1.00,0.50,0.79,0.50,0.79,0.64,0.50,0.50","1512474958"
"sistema betha","91","79","170","63.12","0.00","https://vanceadmin.tomticket.com/kb/arrecadacao---enota---livro/betha-tributos---gerenciador-de-atualizacao","0.00","0.00","0.00","103000","0.81,1.00,0.24,1.00,1.00,0.66,0.66,0.29,0.19,0.19,0.19,0.66","1510204095"
"software para padarias","43","39","20","53.34","6.06","https://kb.tomticket.com/carvalhosupri/padarias/software-para-gestao-de-padarias","0.00","0.00","0.92","745000","1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00","1511780244"
"magazine mais voce","22","14","70","84.92","0.06","https://www.tomticket.com/chat/geral?id=EP10074&ref=","0.00","0.00","0.10","394000","0.29,0.18,0.18,0.29,0.24,0.18,0.24,0.24,0.29,0.82,0.65,1.00","1512524844"
"o que é helpdesk","78","70","40","70.75","0.00","https://www.tomticket.com/","0.00","0.00","0.29","1070000","0.80,0.80,0.80,1.00,1.00,0.40,0.80,0.80,1.00,0.80,1.00,1.00","1509342952"
"gmail ler email","34","43","70","93.13","0.09","https://tomticket.tomticket.com/kb/perguntas-frequentes/nao-e-possivel-ler-emails-no-gmail","0.00","0.00","0.31","2200000","0.43,1.00,0.33,0.52,0.33,0.33,0.24,0.24,0.19,0.24,0.33,0.33","1512524529"
"gravatar","70","71","6600","62.01","0.00","https://tomticket.tomticket.com/kb/perguntas-frequentes/como-usar-o-gravatar-para-enviar-sua-foto","0.00","0.00","0.00","214000000","1.00,0.15,0.36,0.15,0.67,0.24,0.82,0.36,0.55,0.55,0.67,0.20","1513576014"
"locaweb login email","55","0","140","56.59","0.32","https://blog.tomticket.com/emails-locaweb-2ce9b12d9ddd","0.00","0.00","0.16","120000","0.27,0.35,0.35,0.54,0.35,0.42,0.54,0.42,0.42,0.42,1.00,1.00","1511618388"
"aparelho fixo azul","60","63","70","66.41","0.00","https://cemexecutive.tomticket.com/kb/appego---solucoes-de-monitoramento-pessoal-a-distancia/os-indicadores-luminosos-do-meu-appego-gps-piscam-e-as-vezes-ficam-fixos--o-que-significam-estes-comportamentos","0.00","0.00","0.02","498000","0.56,0.78,0.56,1.00,0.56,0.56,0.78,0.56,0.78,0.78,0.56,1.00","1512416394"
"baixar ton","49","60","260","74.17","0.03","https://www.tomticket.com/download","0.00","0.00","0.01","583000","0.30,0.30,0.67,0.30,0.24,0.44,0.24,1.00,0.16,0.16,0.12,0.67","1513363514"
"caixa de email hotmail outlook","65","0","30","82.56","0.03","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.09","421000","0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.78,0.78,0.33,1.00,0.44","1513160192"
"chat de atendimento online","97","0","20","60.17","1.66","https://tomticket.tomticket.com/kb/recursos/atendimento-online-chat","0.00","0.00","0.81","2670000","1.00,0.43,0.14,0.43,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14","1508846422"
"programa para quebrar senha do windows","30","0","170","70.01","0.00","https://utitech.tomticket.com/kb/windows/top-5-programas-para-quebrar-senha-do-administrador-local","0.00","0.00","0.01","78000","0.19,0.12,0.67,0.30,0.67,1.00,1.00,1.00,0.24,0.36,0.36,0.55","1513349295"
