Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"texto sobre atendimento ao cliente","32","0","50","68.45","0.52","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.00","0.00","0.37","644000","1.00,0.56,0.78,0.56,0.56,0.33,0.56,0.44,0.56,0.56,0.56,1.00","1512554930"
"chat disponível","89","0","70","85.61","0.03","https://www.octadesk.com/chat-para-site","0.00","0.00","0.24","12500000","0.53,1.00,0.53,0.53,0.41,0.18,0.24,0.41,0.29,0.41,0.24,0.24","1511280596"
"tempo no site","32","0","40","82.21","0.06","https://www.octadesk.com/chat-para-site","0.00","0.00","0.09","144000000","0.60,1.00,0.80,1.00,0.60,0.60,0.80,0.80,0.60,0.80,0.60,0.80","1509352794"
"modelos de planilhas de controle","69","66","40","76.79","0.97","http://blog.octadesk.com/planilha-de-controle-de-chamados/","0.00","0.00","0.62","406000","0.80,1.00,1.00,0.80,0.80,0.60,0.80,0.80,0.60,0.60,0.60,0.60","1509334500"
"atendimento diferenciado ao cliente","43","0","40","51.71","0.94","https://blog.octadesk.com/excelencia-no-atendimento-importancia/","0.00","0.00","0.05","519000","0.43,0.71,1.00,0.57,0.71,0.29,0.29,0.71,0.71,0.29,0.43,0.57","1513042993"
"atendimento netflix","23","18","320","65.72","0.00","https://blog.octadesk.com/cultura-de-atendimento-o-que-e/","0.00","0.00","0.05","557000","0.44,0.44,0.36,0.36,0.44,0.54,0.66,0.66,0.66,0.81,0.81,1.00","1511400239"
"o que gestão de pessoas","91","0","110","63.62","2.63","https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/","0.00","0.00","0.66","20600000","0.53,1.00,0.82,0.82,0.82,0.41,0.41,0.65,1.00,1.00,0.65,0.82","1512526169"
"e commerce news","83","0","480","51.67","3.09","https://blog.octadesk.com/e-commerce-news/","0.00","0.00","0.17","39600000","0.81,0.81,1.00,0.81,1.00,0.54,0.66,0.66,0.81,0.66,0.81,0.66","1513225652"
"planilha controle clientes","45","0","20","77.05","0.00","https://blog.octadesk.com/kit-planilhas-de-atendimento-ao-cliente/","0.00","0.00","0.44","2110000","0.33,1.00,1.00,0.67,1.00,0.33,1.00,0.67,1.00,1.00,1.00,0.67","1511719827"
"planilha controle clientes","44","0","20","77.05","0.00","https://blog.octadesk.com/planilha-de-cadastro-de-clientes/","0.00","0.00","0.44","2110000","0.33,1.00,1.00,0.67,1.00,0.33,1.00,0.67,1.00,1.00,1.00,0.67","1511719827"
"importancia dos clientes para a empresa","87","0","90","61.73","0.00","http://blog.octadesk.com/importancia-do-atendimento/","0.00","0.00","0.00","16400000","0.33,0.11,0.44,0.11,0.78,0.33,0.22,0.78,0.11,0.11,1.00,0.11","1509735677"
"dicas de empresas","58","0","40","71.58","1.62","http://blog.octadesk.com/dez-dicas-de-atendimento-ao-cliente-para-pequenas-empresas/","0.00","0.00","0.33","19500000","1.00,0.71,0.57,0.71,0.43,0.43,0.43,0.43,0.71,0.71,0.71,0.57","1509321261"
"qualidades de um profissional","92","0","260","69.17","0.00","https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/","0.00","0.00","0.03","630000","0.19,0.19,0.81,0.19,0.54,0.29,0.24,0.54,0.81,0.81,1.00,0.81","1513480725"
"sistema de chamados online","18","20","70","42.90","9.48","https://www.octadesk.com/","0.00","0.00","0.95","2270000","0.56,0.56,0.22,0.56,0.11,1.00,0.44,1.00,0.22,0.22,0.56,0.22","1511193045"
"reclae aqui","73","0","170","72.93","0.00","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.00","0.00","0.01","8680000","1.00,0.55,0.24,0.55,0.82,0.82,0.82,0.19,0.30,0.30,0.44,0.12","1513365898"
"o que é gestão por processo","46","0","20","66.67","0.03","https://blog.octadesk.com/gestao-de-processos-no-atendimento/","0.00","0.00","0.22","49800000","0.67,0.67,1.00,0.33,0.67,0.33,0.33,0.33,0.67,0.67,0.33,0.67","1513185792"
"site com chat","36","28","20","53.33","1.98","https://www.octadesk.com/chat-para-site","0.00","0.00","0.91","429000000","0.33,1.00,0.67,0.33,0.67,0.67,0.67,0.33,1.00,0.67,0.67,0.67","1511699093"
"www endi com ultima hora","79","0","70","46.90","0.00","https://blog.octadesk.com/vendas-dia-dos-namorados-ig/","0.00","0.00","0.00","62000","1.00,0.11,0.11,0.11,0.11,0.22,0.11,0.22,0.11,0.11,0.11,0.11","1511322276"
"relacionamento com o cliente","48","35","880","71.49","4.95","https://blog.octadesk.com/erros-comuns-relacionamento-com-o-cliente/","0.00","0.00","0.37","5270000","0.55,0.55,0.77,0.77,0.77,0.37,0.37,0.45,0.77,0.77,1.00,0.68","1511692843"
"sistema de atendimento online","17","18","90","41.83","5.67","https://www.octadesk.com/","0.00","0.00","0.93","4190000","0.82,1.00,0.82,0.64,0.45,0.45,0.82,0.82,1.00,0.45,0.64,0.82","1512405459"
"sistema de atendimento online","16","0","90","41.83","5.67","https://www.octadesk.com/sistema-atendimento-online-ad","0.00","0.00","0.93","4190000","0.82,1.00,0.82,0.64,0.45,0.45,0.82,0.82,1.00,0.45,0.64,0.82","1512405459"
"dicas de melhorias para empresa","61","0","90","61.48","0.00","https://blog.octadesk.com/gestao-de-processos-no-atendimento/","0.00","0.00","0.05","561000","0.71,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.71,0.14","1511189270"
"procedimento para atendimento ao cliente","17","0","70","54.92","8.08","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.00","0.00","0.28","565000","0.56,1.00,0.44,1.00,0.11,0.22,0.78,0.22,0.44,0.44,0.56,0.22","1511152801"
"relação entre empresa e cliente","27","0","90","66.83","3.84","https://blog.octadesk.com/relacao-sac-consumidor-melhorado/","0.00","0.00","0.03","8870000","0.78,0.56,0.22,0.56,1.00,1.00,1.00,0.33,0.56,0.56,0.33,0.11","1513426349"
"reclme aqui","37","0","590","74.87","0.19","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.00","0.00","0.03","7680000","0.12,0.12,0.30,0.12,0.36,0.19,1.00,0.44,0.67,0.67,0.55,1.00","1510954802"
"chat.com","99","0","1000","55.41","0.91","https://www.octadesk.com/chat-para-site","0.00","0.00","0.27","1810000000","0.84,0.84,0.84,1.00,0.68,0.53,0.53,0.46,0.38,0.31,0.31,0.31","1510408070"
"imagens atendimento ao cliente","87","0","30","62.26","0.00","https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/","0.00","0.00","0.00","1070000","0.50,0.75,0.75,0.75,0.75,0.50,0.75,0.50,0.75,0.75,1.00,1.00","1511754734"
"reclame aqui cursos 24 horas","30","0","30","69.26","0.00","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.00","0.00","0.12","143000","1.00,1.00,1.00,1.00,0.75,1.00,1.00,0.75,1.00,0.75,0.75,0.75","1513150012"
"controle de clientes excel","84","80","110","70.58","1.49","https://blog.octadesk.com/planilha-de-cadastro-de-clientes/","0.00","0.00","0.29","394000","0.01,0.01,0.30,0.67,1.00,0.44,0.02,0.24,0.16,0.16,0.16,0.36","1513554254"
"tipos de atendimento ao cliente","49","0","110","64.53","0.29","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.00","0.00","0.06","1460000","0.43,0.52,0.67,0.52,0.67,0.43,0.43,0.24,0.52,0.52,0.81,1.00","1512459160"
"como fazer reclamação no reclame aqui","14","0","30","82.63","0.00","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.00","0.00","0.02","5090000","0.50,0.50,0.75,0.50,0.50,0.50,0.75,1.00,0.75,0.75,0.75,1.00","1513199660"
"chamados","55","50","1600","68.78","1.69","https://www.octadesk.com/planos/sistema-de-chamados","0.00","0.00","0.00","21400000","0.06,0.05,0.11,0.05,0.09,0.03,0.05,0.24,0.16,1.00,0.82,0.37","1513592305"
"caracteristicas de uma boa pessoa","83","0","90","72.64","0.00","https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/","0.00","0.00","0.00","702000","0.71,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.71,0.14","1511139935"
"otimo atendimento","20","0","90","66.42","0.00","https://blog.octadesk.com/otimo-atendimento-empresa-cresce/","0.00","0.00","0.10","1570000","0.05,0.15,0.07,0.15,0.15,0.19,0.24,1.00,0.66,0.66,0.54,0.24","1513580973"
"reclamação de bancos onde fazer","95","0","70","85.85","0.00","https://blog.octadesk.com/como-diminuir-o-numero-de-reclamacoes-no-atendimento-ao-cliente/","0.00","0.00","0.02","719000","1.00,0.36,0.09,0.36,0.09,0.18,0.27,0.64,0.36,0.36,0.45,0.64","1511336331"
"cadastros de clientes","76","0","70","73.27","5.01","https://blog.octadesk.com/planilha-de-cadastro-de-clientes/","0.00","0.00","0.77","610000","1.00,0.78,1.00,0.78,0.78,0.56,0.78,0.56,1.00,1.00,1.00,1.00","1512555968"
"zendesl","40","36","90","72.03","9.02","https://www.octadesk.com/concorrentes/zendesk","0.00","0.00","0.48","9050000","0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78,0.56","1513420814"
"atendimento e qualidade","15","0","90","57.61","0.00","https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/","0.00","0.00","0.04","27400000","0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78,0.56","1511154605"
"qualidade das pessoas","35","0","110","80.94","0.00","https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/","0.00","0.00","0.05","48700000","0.79,0.64,0.79,0.79,0.79,0.79,0.79,1.00,0.79,0.64,0.79,1.00","1513420898"
"excelencia no atendimento ao cliente","21","0","110","72.36","2.05","https://blog.octadesk.com/excelencia-no-atendimento-importancia/","0.00","0.00","0.30","380000","0.65,0.53,0.82,0.82,0.65,0.29,0.41,0.53,0.82,0.65,1.00,0.82","1512458295"
"atende bem","66","0","880","81.86","0.03","https://blog.octadesk.com/saiba-porque-sua-equipe-de-atendimento-nao-atende-bem/","0.00","0.00","0.23","11300000","1.00,0.77,0.68,0.55,0.55,0.37,0.55,0.68,0.77,0.68,0.68,0.68","1511117346"
"o que faz uma promoter","87","0","90","80.44","0.03","https://blog.octadesk.com/porque-usar-nps/","0.00","0.00","0.00","392000","0.11,0.11,0.56,0.11,1.00,0.78,1.00,0.33,0.11,0.11,0.44,0.56","1513478083"
"os planos","70","0","480","82.50","4.72","https://www.octadesk.com/planos/sistema-de-chamados","0.00","0.00","0.21","44800000","0.12,1.00,0.44,1.00,0.44,0.67,0.16,0.36,0.24,0.24,0.24,0.16","1513236696"
"modelo de gestão de processos","23","0","90","70.25","2.73","https://blog.octadesk.com/gestao-de-processos-no-atendimento/","0.00","0.00","0.49","5310000","0.78,0.56,0.22,0.56,1.00,1.00,1.00,0.33,0.56,0.56,0.33,0.11","1513438492"
"planilha de cadastro de clientes gratis","40","0","210","69.27","1.85","https://blog.octadesk.com/planilha-de-cadastro-de-clientes/","0.00","0.00","0.56","354000","0.30,0.44,1.00,0.44,1.00,0.30,0.36,0.16,1.00,1.00,0.55,0.67","1513326739"
"zappos online","81","0","70","65.59","0.00","https://blog.octadesk.com/6-dicas-da-zappos-sobre-atendimento-ao-cliente/","0.00","0.00","0.00","11700000","0.78,0.11,0.33,1.00,0.11,0.22,0.11,0.11,0.11,0.44,0.11,0.22","1511341493"
"video atendimento ao cliente","26","27","140","73.22","0.00","https://www.octadesk.com/atendimento-ao-cliente","0.00","0.00","0.03","2530000","0.82,0.82,1.00,0.82,0.65,0.41,0.65,0.53,0.65,0.82,0.82,1.00","1512394680"
"gestão de processos e qualidade","81","0","20","77.13","0.00","https://blog.octadesk.com/gestao-de-processos-no-atendimento/","0.00","0.00","0.65","21600000","0.75,1.00,0.50,0.75,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75","1513187159"
"fidelização de clientes conceito","72","0","70","73.23","9.12","https://blog.octadesk.com/o-que-e-customer-centric/","0.00","0.00","0.24","264000","0.22,0.56,0.11,0.56,0.11,0.33,0.33,1.00,0.56,0.56,0.56,1.00","1511192080"
"o que é um bom atendimento","15","0","110","64.29","0.06","https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/","0.00","0.00","0.17","6600000","0.64,1.00,1.00,0.79,0.64,0.36,0.64,0.79,1.00,0.79,0.79,1.00","1512398494"
"lista de check list","75","0","20","79.01","0.00","https://blog.octadesk.com/checklist-de-atendimento-helpdesk/","0.00","0.00","0.01","8800000","0.33,1.00,0.67,0.67,0.67,0.67,0.33,0.33,0.33,0.67,0.67,0.67","1511371999"
"blog relacionamento","31","0","170","49.65","0.55","https://blog.octadesk.com/category/octa-school/metodologia-octadesk/relacionamento-com-o-cliente/","0.00","0.00","0.20","17600000","0.52,0.81,0.67,0.52,0.81,0.52,0.81,0.81,0.81,1.00,1.00,1.00","1511902264"
"sistema ser","54","0","260","66.68","1.53","https://blog.octadesk.com/sistema-de-atendimento-ao-cliente/","0.00","0.00","0.10","253000000","1.00,0.55,0.24,0.55,0.82,0.82,0.82,0.19,0.30,0.30,0.44,0.12","1513330702"
"quanto custa uma empresa","92","0","20","63.11","1.10","https://blog.octadesk.com/quanto-custa-um-atendimento-ruim-para-a-sua-empresa/","0.00","0.00","0.25","1980000","0.50,0.50,0.75,0.75,0.75,0.50,0.50,1.00,0.75,0.25,0.50,0.50","1511722973"
"modelo de planilhas de controle","98","0","20","74.75","1.10","https://blog.octadesk.com/planilha-de-controle-de-chamados/","0.00","0.00","0.52","511000","0.33,1.00,0.67,0.67,0.33,0.33,0.33,0.67,0.67,0.33,0.33,0.67","1511719107"
"esselencia","79","0","140","59.09","0.00","https://blog.octadesk.com/excelencia-no-atendimento-importancia/","0.00","0.00","0.00","21000000","0.30,0.36,0.82,0.36,0.82,0.55,0.24,1.00,0.16,0.16,0.16,0.24","1513373344"
"reclame já","49","0","210","81.59","0.09","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.00","0.00","0.01","702000","0.81,0.66,0.29,0.66,0.24,1.00,1.00,0.24,0.36,0.36,0.36,0.36","1513322143"
"frases cliente satisfeito","71","0","90","58.48","0.00","https://blog.octadesk.com/atendimento-ao-cliente-como-se-destacar-da-concorrencia/","0.00","0.00","0.02","141000","0.08,0.18,0.05,0.18,0.18,0.03,0.10,0.03,0.08,0.08,0.44,1.00","1510509582"
"qualidade no atendimento a clientes","8","0","20","50.03","0.00","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.00","0.00","0.05","12500000","0.14,0.14,0.14,0.29,0.14,0.14,1.00,0.57,0.57,0.14,0.14,0.29","1511780211"
"chat online site","24","0","40","52.44","1.82","https://www.octadesk.com/chat-para-site","0.00","0.00","0.88","141000000","0.60,0.60,0.80,0.80,0.80,0.60,0.80,0.80,0.80,0.80,0.80,1.00","1509353123"
"planilha de cadastro","32","0","90","73.68","2.08","https://blog.octadesk.com/planilha-de-cadastro-de-clientes/","0.00","0.00","0.20","849000","0.82,0.82,1.00,0.82,0.82,0.64,1.00,0.82,0.82,0.82,0.82,0.82","1512496662"
"não mais pelo reclame aqui","42","0","390","97.90","1.49","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.00","0.00","0.01","2530000","1.00,1.00,0.24,1.00,0.30,0.16,0.82,0.36,0.55,0.55,0.44,0.10","1513331396"
"sistema atendimento online","10","0","30","35.94","4.98","https://www.octadesk.com/sistema-atendimento-online-ad","0.00","0.01","0.96","7030000","0.60,0.40,0.80,0.60,0.60,0.40,0.40,0.40,0.80,1.00,1.00,0.60","1513160412"
"dicas de arquitetos","41","0","30","73.17","0.29","https://blog.octadesk.com/atendimento-ao-cliente-para-arquitetos/","0.00","0.00","0.12","1110000","1.00,0.75,0.75,0.75,1.00,0.25,0.50,0.50,1.00,1.00,0.50,0.75","1513097717"
"frases sobre atendimento ao cliente","47","45","50","56.86","0.29","http://blog.octadesk.com/6-dicas-da-zappos-sobre-atendimento-ao-cliente/","0.00","0.00","0.07","584000","0.71,0.71,0.71,0.71,0.71,0.57,0.43,0.43,0.57,0.71,0.57,1.00","1509309509"
"planilha de prioridades","61","0","90","75.25","0.65","https://blog.octadesk.com/porque-nao-usar-planilha-de-atendimento/","0.00","0.00","0.11","370000","0.11,0.56,0.22,0.56,1.00,0.33,1.00,0.33,0.11,0.11,0.11,0.56","1513435805"
"um bom atendimento ao cliente","14","0","90","55.59","0.29","https://blog.octadesk.com/guia-de-atendimento-ao-cliente/","0.00","0.00","0.20","2880000","0.82,0.64,0.82,0.64,1.00,0.45,0.82,0.45,1.00,0.82,1.00,0.82","1512420717"
"um bom atendimento ao cliente","13","0","90","55.59","0.29","https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/","0.00","0.00","0.20","2880000","0.82,0.64,0.82,0.64,1.00,0.45,0.82,0.45,1.00,0.82,1.00,0.82","1512420717"
"planos da","30","0","30","76.79","5.11","https://www.octadesk.com/planos/sistema-de-chamados","0.00","0.00","0.28","16000000","0.50,1.00,0.50,0.50,0.50,0.50,0.75,0.50,1.00,0.75,1.00,0.75","1513118557"
"helpdek","12","0","30","53.48","0.00","https://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.00","0.00","0.60","184000000","0.80,0.80,1.00,0.60,0.40,0.40,0.60,0.60,0.80,0.60,0.40,0.60","1511893328"
"como criar processos em uma empresa","39","0","90","63.86","0.00","https://blog.octadesk.com/gestao-de-processos-no-atendimento/","0.00","0.00","0.35","7330000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1510533130"
"dinamica atendimento ao cliente","84","0","110","67.18","0.78","https://blog.octadesk.com/otimo-atendimento-empresa-cresce/","0.00","0.00","0.27","375000","0.55,0.02,0.12,0.30,0.16,0.44,0.44,1.00,0.16,0.16,0.24,0.24","1513376215"
"dicas relacionamento","86","69","480","80.96","0.87","https://blog.octadesk.com/dicas-relacionamento-com-o-cliente/","0.00","0.00","0.19","704000","0.54,0.44,0.44,0.54,0.54,0.54,0.67,0.54,0.82,0.82,1.00,0.82","1511625517"
"principios do bom atendimento","23","0","70","62.90","0.00","https://blog.octadesk.com/nocoes-de-atendimento-equipe/","0.00","0.00","0.00","872000","0.44,0.78,0.33,0.78,0.11,0.44,0.56,0.11,0.78,0.78,1.00,0.78","1511376153"
"abra seu atendimento","99","85","2900","70.03","0.00","https://www.octadesk.com/chat-para-site","0.00","0.00","0.00","495000","0.10,0.13,0.29,0.13,0.36,0.19,0.13,0.67,1.00,1.00,0.36,0.10","1513571280"
"qualidades de uma pessoa boa","84","88","260","78.16","2.70","https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/","0.00","0.00","0.01","681000","0.44,0.24,1.00,0.24,0.12,0.36,0.36,0.82,0.12,0.12,0.19,0.19","1511647208"
"reclame reclame aqui","24","0","70","77.81","0.00","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.00","0.00","0.02","1920000","1.00,1.00,0.44,1.00,0.11,0.22,0.78,0.22,0.44,0.44,1.00,0.22","1511319736"
"como diminuir o","17","0","90","78.73","0.00","https://blog.octadesk.com/como-diminuir-o-numero-de-reclamacoes-no-atendimento-ao-cliente/","0.00","0.00","0.09","3710000","0.71,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.71,0.14","1510530255"
"curso de atendimento ao cliente gratis","46","0","90","77.46","1.36","https://blog.octadesk.com/sebrae-oferece-curso-gratuito-sobre-atendimento-ao-cliente/","0.00","0.00","0.64","18700000","0.29,0.41,0.41,0.41,0.24,0.41,0.65,0.41,1.00,0.82,0.82,0.65","1512420130"
"planilha de controle","86","81","880","72.45","2.77","https://blog.octadesk.com/planilha-de-controle-de-chamados/","0.00","0.00","0.56","488000","0.68,0.68,0.68,0.68,0.68,0.68,1.00,0.68,0.68,0.68,0.77,0.77","1512493099"
"gestão em processos","82","0","20","62.17","4.98","https://blog.octadesk.com/gestao-de-processos-no-atendimento/","0.00","0.00","0.86","34700000","0.50,0.50,1.00,0.50,0.50,1.00,0.50,1.00,0.50,0.50,1.00,1.00","1511714264"
"reclameaqui reclameaqui reclameaqui","42","0","30","97.90","0.00","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.00","0.00","0.04","1790000","0.57,1.00,0.43,0.57,0.57,0.14,0.29,0.14,0.14,0.29,0.14,0.14","1511389510"
"sistema sac","52","0","720","81.74","7.62","https://blog.octadesk.com/category/gestao/tecnologia/sistema-sac/","0.00","0.00","0.07","14700000","0.48,0.59,0.59,0.59,1.00,0.59,0.39,0.48,0.72,0.72,0.88,1.00","1511631663"
"excelência no atendimento ao cliente","31","32","720","71.14","3.29","https://blog.octadesk.com/excelencia-no-atendimento-importancia/","0.00","0.00","0.40","597000","1.00,0.09,0.02,0.09,0.29,0.10,0.82,0.03,0.02,0.02,0.02,0.02","1511632312"
"um bom atendimento ao publico","74","83","90","70.29","0.00","https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/","0.00","0.00","0.10","2890000","0.11,0.56,0.22,0.56,1.00,0.33,1.00,0.33,0.11,0.11,0.11,0.56","1513530256"
"tudo sobre atendimento ao cliente","34","0","70","62.75","0.87","https://blog.octadesk.com/atendimento-ao-cliente-para-arquitetos/","0.00","0.00","0.43","4780000","0.64,0.82,0.82,0.82,1.00,0.27,0.45,0.45,0.82,0.64,0.82,0.64","1512513229"
"gerenciador de clientes gratis","77","0","30","80.11","9.87","https://blog.octadesk.com/planilha-de-cadastro-de-clientes/","0.00","0.00","0.84","1220000","0.57,0.57,0.57,1.00,0.43,0.29,0.29,0.43,0.43,0.29,0.43,0.57","1513122887"
"atividades sobre atendimento ao cliente","34","0","90","76.17","1.75","https://blog.octadesk.com/monte-uma-central-de-atendimento-ao-cliente/","0.00","0.00","0.04","11700000","0.43,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.43,0.14","1513427199"
"gestão por processos","60","78","1600","63.62","6.09","https://blog.octadesk.com/gestao-de-processos-no-atendimento/","0.00","0.00","0.58","9100000","0.42,0.54,1.00,1.00,0.79,0.42,0.30,0.42,0.67,0.67,0.67,0.67","1513548422"
"help desk ti","12","0","30","50.85","5.67","https://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.00","0.00","0.93","3450000","0.40,0.80,0.60,0.40,0.80,0.40,0.60,0.60,1.00,0.60,1.00,0.80","1513136999"
"reclameaui","56","0","110","75.75","0.13","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.00","0.00","0.01","8720000","0.30,0.36,0.82,0.36,0.82,0.55,0.08,1.00,0.05,0.16,0.10,0.02","1513406681"
"contrario de empatia","32","0","90","66.09","0.00","https://blog.octadesk.com/empatia-melhora-o-mundo-e-faz-sua-empresa-crescer/","0.00","0.00","0.00","1170000","0.19,0.03,0.10,0.29,0.15,0.44,0.24,1.00,0.15,0.15,0.82,0.44","1510530164"
"como atender o cliente","78","0","70","59.63","0.45","https://blog.octadesk.com/nocoes-de-atendimento-equipe/","0.00","0.00","0.17","20800000","0.78,1.00,0.78,0.78,0.78,0.44,0.56,0.56,1.00,1.00,0.56,0.78","1512531214"
"melhor blog","66","0","320","69.96","0.55","http://blog.octadesk.com/","0.00","0.00","0.00","14600000","1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82","1508845993"
"o chamados","37","32","260","89.37","0.00","https://www.octadesk.com/sistema-de-chamados","0.00","0.00","0.01","39700000","1.00,0.82,0.36,0.82,0.82,0.12,0.12,0.30,0.44,0.44,0.44,0.12","1511592050"
"sistema service desk","9","0","20","47.54","29.91","https://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.00","0.05","0.89","1810000","0.40,0.40,0.40,0.20,1.00,0.40,0.40,0.40,0.40,0.40,0.60,0.40","1511388369"
"oq significa help","62","60","880","82.28","0.00","https://www.octadesk.com/","0.00","0.00","0.00","4220000","1.00,0.54,0.24,0.54,0.29,0.82,0.82,0.19,0.29,0.29,0.44,0.44","1511124328"
"rec lame aqui","42","0","40","83.47","2.02","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.00","0.00","0.00","1150000","1.00,0.75,0.75,1.00,1.00,1.00,1.00,0.75,0.75,0.75,1.00,0.75","1512855331"
"como atender bem","86","0","170","55.73","0.00","https://blog.octadesk.com/dicas-para-atender-bem-hoje/","0.00","0.00","0.00","7930000","0.82,1.00,1.00,0.44,1.00,0.03,0.10,0.03,0.10,0.02,0.44,0.02","1513371777"
"reclame com","78","0","260","72.51","1.43","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.00","0.00","0.09","31400000","1.00,0.55,0.24,0.01,0.82,0.82,0.02,0.19,0.01,0.01,0.44,0.12","1513370021"
"o bom atendimento ao cliente","12","0","30","61.77","0.00","https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/","0.00","0.00","0.11","2890000","0.43,0.29,1.00,0.43,0.57,0.29,0.29,0.14,0.29,0.43,0.43,0.71","1513151684"
"sistema de tickets","74","0","170","42.93","54.94","https://www.octadesk.com/","0.00","0.00","0.92","1170000","0.24,0.36,0.24,1.00,0.24,0.12,0.16,0.30,0.67,0.44,0.44,0.82","1513349082"
"controle clientes","93","98","30","74.21","10.00","https://www.octadesk.com/funcionalidades/atendimento-ao-cliente","0.00","0.00","0.78","10200000","0.50,0.50,0.75,0.75,0.50,0.25,0.50,0.25,1.00,1.00,0.50,0.50","1513151974"
"disponível chat","70","82","70","85.99","0.48","https://www.octadesk.com/chat-para-site","0.00","0.00","0.42","910000","0.07,0.29,0.21,0.29,0.36,1.00,0.50,0.50,0.79,0.36,0.36,0.36","1511233032"
"o atendimento ao cliente","33","0","20","73.78","0.00","https://www.octadesk.com/funcionalidades/atendimento-ao-cliente","0.00","0.00","0.21","22100000","0.60,0.40,0.40,0.40,1.00,0.60,0.20,0.20,0.20,0.40,0.40,0.40","1511711993"
"caracteristica de um bom profissional","19","0","30","74.41","0.00","https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/","0.00","0.00","0.00","2290000","0.75,0.50,0.75,0.75,0.75,0.50,0.50,1.00,1.00,1.00,1.00,0.75","1513187347"
"endereços de email legais","82","93","70","74.87","1.85","https://www.octadesk.com/politica-de-privacidade","0.00","0.00","0.29","1470000","1.00,0.78,0.33,0.78,0.11,0.11,0.11,0.44,0.78,0.78,0.44,0.22","1511232340"
"omnichannel o que é","28","0","140","60.97","0.00","https://blog.octadesk.com/diferenca-omnichannel-multichannel/","0.00","0.00","0.23","494000","0.54,0.36,0.15,0.36,0.19,0.24,0.44,1.00,0.67,0.01,0.04,0.67","1513382736"
"helpdesk online","9","6","30","44.84","27.92","https://www.octadesk.com/","0.00","0.08","0.97","51300000","0.60,0.40,0.80,0.60,0.40,0.60,0.60,0.80,1.00,0.60,0.60,0.40","1513127999"
"atendimento de excelência","16","0","110","65.20","1.95","https://blog.octadesk.com/excelencia-no-atendimento-importancia/","0.00","0.00","0.09","1200000","0.53,0.65,0.65,0.53,0.65,0.41,0.53,0.53,0.82,0.82,0.65,1.00","1512452397"
