Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"nextel contato telefone","39","32","50","67.81","0.68","https://www.zendesk.com.br/contact/","0.00","0.00","0.25","1240000","0.56,0.56,0.78,1.00,0.78,0.56,0.33,0.33,0.44,0.44,0.78,0.78","1512584625"
"sony musi","55","47","90","62.22","0.00","https://www.zendesk.com.br/why-zendesk/customer/sony-music/","0.00","0.00","0.05","40700000","0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71,0.14","1513546320"
"telephone dialer software","55","0","70","36.44","0.00","https://www.zendesk.com.br/talk/details/predictive-dialer/","0.00","0.00","0.00","993000","0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50","1511318791"
"customer relation management software","19","0","90","64.96","0.00","https://www.zendesk.com.br/support/features/customer-relationship-management-software/","0.00","0.00","0.00","15500000","1.00,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33","1511204387"
"facebook com bem vindo","57","56","140","81.62","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","26200000","0.05,0.04,0.02,0.04,0.01,0.06,0.29,0.67,1.00,1.00,0.02,0.02","1513375612"
"sistema de chamados","77","81","260","60.67","20.23","https://www.zendesk.com.br/","0.00","0.00","0.82","1990000","0.81,0.81,0.81,0.81,0.66,0.66,0.81,0.81,1.00,0.81,1.00,1.00","1513175209"
"como cancelar groupon","45","48","170","83.00","0.91","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.14","244000","0.82,0.16,0.36,0.16,0.67,0.24,1.00,0.44,0.67,0.67,0.44,0.19","1513340011"
"mensagens relacionamento","77","77","70","75.57","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.14","670000","0.56,0.56,0.78,0.56,0.78,0.56,0.56,0.78,0.78,1.00,1.00,0.78","1512536404"
"call centrr","48","64","90","68.12","0.00","https://www.zendesk.com.br/talk/features/virtual-call-center/","0.00","0.00","0.00","160000000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1510532471"
"br bit","88","0","480","89.99","0.09","https://www.zendesk.com.br/login/","0.00","0.00","0.08","265000","0.55,1.00,0.24,1.00,0.67,0.67,0.67,0.30,0.19,0.19,0.12,0.44","1511635064"
"contato claro empresas","64","69","20","58.14","8.83","https://www.zendesk.com.br/enterprise/","0.00","0.00","0.90","1170000","0.50,0.25,0.50,0.50,0.50,0.50,0.50,0.75,0.75,1.00,0.75,0.50","1511773190"
"o que é cookie","53","44","260","90.33","0.00","https://www.zendesk.com.br/company/customers-partners/cookie-policy/","0.00","0.00","0.01","7960000","0.81,0.81,1.00,1.00,1.00,0.81,0.81,0.66,0.66,0.81,0.81,1.00","1513305666"
"o que e outlook","66","60","110","80.94","0.00","https://www.zendesk.com.br/outlook/","0.00","0.00","0.01","49300000","1.00,1.00,0.65,0.65,0.65,0.41,0.53,0.65,0.65,0.65,0.82,1.00","1512469905"
"grupondf","83","0","70","18.20","0.84","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.17","55100000","0.11,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.11,0.78","1511193714"
"questões de atendimento ao cliente","32","0","90","80.13","0.00","https://www.zendesk.com.br/resources/10-perguntas-para-a-contratacao-de-excelentes-representantes-de-atendimento-ao-cliente/","0.00","0.00","0.18","679000","0.22,0.22,0.56,0.22,0.78,1.00,0.33,1.00,0.56,0.56,0.22,0.56","1513557204"
"web help desk download","38","39","90","57.85","0.00","https://www.zendesk.com.br/","0.00","0.00","0.00","68800000","0.11,0.11,0.33,0.11,1.00,0.11,0.56,0.11,0.33,0.11,0.11,0.11","1513520163"
"nextel atendimento cliente","92","93","110","79.45","1.72","https://www.zendesk.com.br/contact/","0.00","0.00","0.27","377000","0.19,0.43,0.24,0.52,0.33,0.24,1.00,0.81,0.67,0.43,0.81,0.43","1513088833"
"twolio","40","75","90","82.52","0.00","https://www.zendesk.com.br/customer/twilio/","0.00","0.00","0.00","9480000","0.11,0.11,0.56,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11","1513526703"
"entrar facebook novo","65","0","50","86.38","0.06","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.20","7820000","0.33,0.52,0.33,1.00,0.24,0.19,0.05,0.05,0.05,0.05,0.10,0.10","1509309990"
"youtrack alternatives","48","0","90","32.45","0.00","https://www.zendesk.com.br/chat/details/pure-chat-alternative/","0.00","0.00","0.00","489000","0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14","1513484408"
"pre os","65","32","20","76.90","0.00","https://www.zendesk.com.br/product/pricing/","0.00","0.00","0.11","144000000","0.50,0.50,0.25,0.50,0.50,0.50,1.00,0.50,0.50,0.75,0.75,0.75","1513192647"
"o que e atendimento","18","17","260","69.41","0.00","https://www.zendesk.com.br/product/innovative-customer-service/","0.00","0.00","0.05","1370000000","0.01,1.00,0.10,0.03,0.44,0.16,0.67,0.06,0.10,0.44,0.01,0.06","1513551980"
"o que e atendimento","23","0","260","69.41","0.00","https://www.zendesk.com.br/support/","0.00","0.00","0.05","1370000000","0.01,1.00,0.10,0.03,0.44,0.16,0.67,0.06,0.10,0.44,0.01,0.06","1513551980"
"zendesk design","13","0","90","46.12","0.00","https://www.zendesk.com.br/customer/99designs/","0.00","0.00","0.29","9750000","0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.71","1513480846"
"novo aplicativo de mensagem","97","70","260","78.45","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.32","947000","0.04,0.67,0.06,0.01,1.00,1.00,1.00,0.10,0.01,0.36,0.54,0.01","1513297739"
"www lazada","40","0","70","69.06","0.00","https://www.zendesk.com.br/customer/lazada-group/","0.00","0.00","0.00","0","0.56,0.56,0.22,0.56,0.11,1.00,0.44,1.00,0.22,0.22,0.56,0.22","1511374909"
"chat download","58","0","40","61.76","0.00","https://www.zendesk.com.br/chat/features/free-live-chat-software-download/","0.00","0.00","0.19","167000000","0.80,0.80,1.00,0.80,0.60,0.60,0.80,0.60,0.80,0.60,0.40,0.60","1509342782"
"site de relacionamento com web","86","78","40","69.54","2.93","https://www.zendesk.com.br/embeddables/","0.00","0.00","0.84","5960000","0.80,0.80,0.60,0.20,0.60,1.00,0.80,0.80,1.00,0.60,0.60,0.60","1509333496"
"datahosting","65","19","320","35.18","6.28","https://www.zendesk.com.br/company/policies-procedures/regional-data-hosting-policy/","0.00","0.00","0.29","321000","0.81,1.00,1.00,0.67,0.54,0.44,0.35,0.67,0.67,0.67,0.67,0.67","1513251420"
"trivagk","11","0","70","73.09","0.16","https://www.zendesk.com.br/customer/trivago/","0.00","0.00","0.22","0","0.44,0.04,1.00,0.04,0.03,0.07,0.07,0.01,0.04,0.04,0.04,1.00","1511206525"
"zen logo","32","17","90","72.54","0.00","https://www.zendesk.com.br/","0.00","0.00","0.01","13400000","0.22,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,0.22,0.56","1513478801"
"em vindo ao facebook","59","42","140","82.14","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.01","25800000","0.67,0.81,0.81,1.00,0.81,0.52,0.67,1.00,0.52,0.52,0.52,0.81","1512404814"
"gruon","43","27","260","88.67","0.13","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.14","55600000","0.81,0.81,0.81,0.81,0.81,0.66,1.00,0.81,0.81,0.66,0.81,0.81","1511816160"
"facebook bem-vinda","54","52","50","85.71","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","3500000","1.00,0.64,0.50,0.29,0.64,0.14,0.14,0.14,0.21,0.07,0.07,0.50","1512603319"
"sistema definição","99","0","880","84.95","0.00","https://www.zendesk.com.br/","0.00","0.00","0.00","35000000","0.44,0.44,1.00,0.44,0.15,0.29,0.36,0.15,1.00,1.00,0.82,1.00","1511118895"
"zoosk members","18","0","70","49.37","0.00","https://www.zendesk.com.br/customer/zoosk/","0.00","0.00","0.00","1840000","0.44,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11","1511337740"
"freecrm com","53","0","90","67.19","0.00","https://www.zendesk.com.br/support/features/free-crm-software/","0.00","0.00","0.00","232000","1.00,0.20,0.80,0.20,0.20,0.60,0.20,0.60,0.20,0.20,0.20,0.20","1509750293"
"cadastro gratuito","72","91","30","74.52","0.00","https://www.zendesk.com.br/register/","0.00","0.00","0.26","1950000","1.00,0.40,0.80,0.60,0.40,0.40,0.60,0.40,0.60,0.60,0.80,0.60","1513097552"
"como fazer portais","33","29","70","86.21","0.00","https://www.zendesk.com.br/guide/features/customer-portal-software/","0.00","0.00","0.03","1560000","0.56,0.56,0.56,0.56,0.44,0.78,0.56,0.56,1.00,0.78,0.78,1.00","1512494987"
"totvs login","25","25","90","53.41","5.27","https://www.zendesk.com.br/login/","0.00","0.00","0.08","248000","0.08,0.02,0.07,0.19,0.12,0.05,0.24,0.54,0.08,0.08,1.00,0.81","1513428483"
"chat de compras","45","39","70","71.62","0.26","https://www.zendesk.com.br/chat/","0.00","0.00","0.29","1650000","0.44,0.44,0.11,0.44,0.11,0.22,0.33,0.78,0.44,0.44,1.00,0.78","1511251908"
"aplicativos para mensagens","27","24","50","88.76","2.37","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.50","1060000","0.71,0.57,0.71,0.71,1.00,0.57,0.71,0.71,1.00,1.00,1.00,0.71","1512602890"
"www.suporte.totvs.com","57","61","110","62.77","23.04","https://www.zendesk.com.br/support/","0.00","0.00","0.10","337000","0.79,0.79,1.00,1.00,0.79,0.64,0.79,0.79,1.00,1.00,1.00,0.64","1512468198"
"php live chat","13","0","50","51.85","4.39","https://www.zendesk.com.br/chat/features/live-chat-php/","0.00","0.00","0.08","72400000","0.71,1.00,1.00,0.71,0.43,0.57,0.71,0.43,1.00,0.71,0.71,0.57","1512587118"
"chats sem cadastro","38","48","40","65.78","0.84","https://www.zendesk.com.br/chat/features/","0.00","0.00","0.53","752000","0.57,1.00,0.57,0.57,0.43,0.71,0.57,0.71,0.71,0.71,0.29,0.43","1512607233"
"chat sem cadastro","46","49","1300","68.67","0.26","https://www.zendesk.com.br/chat/features/","0.00","0.00","0.28","4140000","0.81,1.00,0.81,0.81,0.81,0.81,1.00,0.81,1.00,0.81,0.81,1.00","1511598543"
"software moveis","88","73","30","60.09","1.69","https://www.zendesk.com.br/product/mobile/","0.00","0.00","0.16","554000","0.60,0.80,0.80,0.60,0.60,1.00,0.60,0.60,0.80,0.60,0.40,0.60","1513117479"
"totvs connect","83","0","40","57.27","1.20","https://www.zendesk.com.br/","0.00","0.00","0.14","103000","1.00,0.57,0.57,0.71,0.71,0.43,0.43,0.57,0.71,0.43,0.43,0.57","1509321124"
"graoupon","36","34","20","89.02","0.58","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.11","55800000","1.00,0.50,0.50,0.50,1.00,0.50,1.00,0.50,1.00,0.50,0.50,1.00","1511810908"
"qual o melhor cliente de email","97","0","30","81.12","0.00","https://www.zendesk.com.br/inbox/","0.00","0.00","0.06","2670000","0.75,1.00,0.75,0.75,0.50,0.50,0.50,0.50,0.50,0.75,0.75,1.00","1513110486"
"gropoum","35","26","140","88.81","0.16","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.16","54500000","0.19,0.29,0.67,0.07,0.54,0.44,0.24,1.00,0.15,0.15,0.82,0.15","1513370540"
"sistema de call center","45","77","70","53.62","12.12","https://www.zendesk.com.br/talk/features/virtual-call-center/","0.00","0.00","0.96","1990000","0.78,0.56,0.56,1.00,0.78,0.56,0.44,0.78,0.78,0.56,0.56,0.56","1513083563"
"xerox online","49","0","20","54.76","1.14","https://www.zendesk.com.br/customer/xerox/","0.00","0.00","0.17","40800000","0.67,1.00,0.67,0.67,0.33,0.67,0.33,0.67,1.00,0.67,1.00,1.00","1511718430"
"atendimento ao cliente call center","95","0","20","58.78","0.29","https://www.zendesk.com.br/talk/features/virtual-call-center/","0.00","0.00","0.19","526000","0.67,1.00,0.67,1.00,0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.67","1511700889"
"oqe chat","95","86","210","91.47","0.32","https://www.zendesk.com.br/","0.00","0.00","0.13","105000","0.06,0.06,0.15,0.36,0.15,0.67,0.24,1.00,0.44,0.67,0.67,0.44","1513303492"
"como um e-mail","73","82","70","83.98","0.29","https://www.zendesk.com.br/inbox/","0.00","0.00","0.34","90500000","0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.71,0.43,0.71,1.00","1511254315"
"cloud based call center software","16","20","90","25.60","0.00","https://www.zendesk.com.br/talk/features/call-center-cloud-software/","0.00","0.00","1.00","23700000","0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.80,1.00","1510527528"
"chat por sms","53","0","20","68.07","0.61","https://www.zendesk.com.br/talk/details/sms-to-chat/","0.00","0.00","0.71","17200000","0.29,0.29,0.29,0.43,1.00,0.29,0.29,0.29,0.29,0.14,0.29,0.43","1511803732"
"aplicativo widget","63","73","90","83.09","0.00","https://www.zendesk.com.br/embeddables/","0.00","0.00","0.10","613000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1511147348"
"o que sla","76","73","50","59.20","0.00","https://www.zendesk.com.br/support/features/sla-monitoring/","0.00","0.00","0.01","25400000","0.43,0.57,0.71,0.71,0.71,0.57,0.29,0.43,1.00,0.57,1.00,0.71","1512557223"
"cliente significado","77","0","880","85.61","0.00","https://www.zendesk.com.br/product/innovative-customer-service/","0.00","0.00","0.00","10800000","0.36,0.10,0.03,0.24,0.29,0.36,0.29,0.67,1.00,1.00,0.19,0.44","1510495321"
"conta no","58","43","720","76.72","1.89","https://www.zendesk.com.br/register/","0.00","0.00","0.15","49800000","0.06,0.02,0.08,0.44,0.05,0.30,0.36,0.10,1.00,1.00,0.82,1.00","1510359305"
"novo chat facebook","25","36","20","79.39","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.18","4510000","0.25,0.50,0.25,0.50,0.25,0.25,0.50,1.00,0.75,0.75,0.75,0.25","1511389218"
"prezo presentation","49","0","70","63.43","0.00","https://www.zendesk.com.br/customer/prezi/","0.00","0.00","0.00","457000","0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11","1511387858"
"skyscsnner","12","11","30","82.74","0.00","https://www.zendesk.com.br/customer/skyscanner/","0.00","0.00","0.00","0","0.50,0.50,0.75,0.50,0.50,0.50,0.50,0.75,0.75,1.00,0.75,0.75","1513161909"
"chat de conversa","72","79","260","85.71","1.01","https://www.zendesk.com.br/chat/features/","0.00","0.00","0.84","607000","1.00,1.00,0.66,0.53,0.81,0.66,0.81,0.66,0.81,0.66,0.53,0.66","1511406310"
"bem vindo ao faceebook","69","56","90","86.76","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","27400000","0.82,1.00,0.27,0.82,0.64,0.45,0.09,0.45,0.27,0.27,0.82,0.45","1511140357"
"e fornecedores","60","0","5400","66.18","0.03","https://www.zendesk.com.br/company/procurement-suppliers/","0.00","0.00","0.01","44300000","0.81,0.67,0.12,0.67,0.23,1.00,0.67,0.30,0.44,0.44,0.23,0.81","1513608337"
"weail","92","0","50","83.80","0.00","https://www.zendesk.com.br/inbox/","0.00","0.00","0.01","2155032000","0.80,1.00,1.00,1.00,1.00,1.00,1.00,0.80,1.00,0.80,0.80,0.80","1509352901"
"chat online web portugues","80","0","90","67.20","0.00","https://www.zendesk.com.br/chat/","0.00","0.00","0.32","5540000","0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71,0.14","1510529671"
"gropupon","47","29","320","90.55","0.26","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.11","55900000","0.81,0.81,1.00,1.00,1.00,1.00,1.00,0.81,1.00,1.00,1.00,1.00","1511883813"
"programa para enviar mensagens no facebook","23","22","20","69.79","3.78","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.33","8730000","1.00,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.40,0.60,0.60,0.40","1511706994"
"demo demo","13","7","90","59.99","0.00","https://www.zendesk.com.br/demo/","0.00","0.00","0.01","503000000","0.07,0.10,1.00,0.24,0.29,0.36,0.29,0.67,1.00,1.00,0.19,0.44","1511195098"
"trivago api","43","0","70","61.43","1.43","https://www.zendesk.com.br/customer/trivago/","0.00","0.00","0.16","3180000","0.78,1.00,0.33,1.00,1.00,0.22,0.56,0.22,0.44,0.44,0.78,0.22","1511257014"
"chat relacionamentos","79","84","30","70.11","1.40","https://www.zendesk.com.br/","0.00","0.00","0.91","540000","0.60,0.20,0.20,0.60,0.40,1.00,1.00,0.60,0.40,0.40,0.40,0.60","1513101136"
"temporeal","76","42","2900","68.34","1.04","https://www.zendesk.com.br/chat/","0.00","0.00","0.00","6170000","0.53,1.00,1.00,1.00,1.00,0.24,0.44,0.67,0.81,0.81,1.00,0.81","1513082741"
"criar chat online para site","92","81","20","67.09","8.04","https://www.zendesk.com.br/chat/","0.00","0.00","0.94","2670000","0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.80,1.00,0.20,0.20,0.20","1511722384"
"call center o que e","100","0","30","66.49","0.03","https://www.zendesk.com.br/talk/features/virtual-call-center/","0.00","0.00","0.17","153000000","0.25,0.75,0.50,1.00,0.75,0.50,0.75,0.50,0.75,0.50,0.75,0.50","1513176325"
"entrar no zoosk","19","0","260","80.25","0.13","https://www.zendesk.com.br/customer/zoosk/","0.00","0.00","0.22","276000","0.19,0.29,0.67,0.29,0.12,0.44,0.24,1.00,0.07,0.07,0.04,0.01","1513403645"
"criação do telefone","97","0","110","87.69","0.00","https://www.zendesk.com.br/talk/automatic-ticket-creation/","0.00","0.00","0.00","15000000","0.55,0.01,0.05,0.55,0.19,0.36,0.67,0.16,0.01,1.00,0.12,0.67","1513501654"
"www sonymusic","30","0","70","53.93","0.00","https://www.zendesk.com.br/why-zendesk/customer/sony-music/","0.00","0.00","0.23","17800000","1.00,0.78,0.33,0.78,0.11,0.11,0.11,0.44,0.78,0.78,0.44,0.22","1511301291"
"goupon","34","27","4400","89.68","0.13","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.12","54800000","0.81,0.81,1.00,1.00,1.00,0.81,1.00,0.81,1.00,0.81,1.00,0.81","1513079728"
"application softare","89","0","90","51.57","0.00","https://www.zendesk.com.br/talk/features/call-center-application-software/","0.00","0.00","0.00","287000000","0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14","1510567206"
"mercado de aplicativos","23","22","170","69.31","4.79","https://www.zendesk.com.br/apps/","0.00","0.00","0.23","1150000","1.00,0.82,0.36,0.82,0.36,0.55,0.12,0.30,0.19,0.19,0.19,0.12","1513339482"
"selfserviceportal","12","14","70","36.09","35.88","https://www.zendesk.com.br/guide/features/customer-portal-software/self-service-portal/","0.00","0.00","0.57","557000","0.14,0.57,0.14,0.57,0.14,0.14,1.00,0.29,0.14,0.57,0.14,0.29","1511148374"
"chat brasil gratis","33","61","30","61.94","1.10","https://www.zendesk.com.br/chat/","0.00","0.00","0.62","1030000","0.40,0.40,0.20,0.40,0.40,0.60,0.40,1.00,1.00,0.60,0.40,0.80","1511873867"
"video chat em portugues","76","0","70","69.79","2.18","https://www.zendesk.com.br/chat/","0.00","0.00","0.24","18800000","0.44,0.78,0.33,0.78,0.11,0.44,0.56,0.11,0.78,0.78,1.00,0.78","1511191456"
"sky scaaner","7","0","70","80.19","0.61","https://www.zendesk.com.br/customer/skyscanner/","0.00","0.00","0.11","0","0.78,1.00,0.33,1.00,0.11,0.22,0.56,0.22,0.44,0.44,0.78,0.22","1511251144"
"perguntas entrevista","96","0","320","77.40","0.00","https://www.zendesk.com.br/recursos/10-perguntas-para-a-contratacao-de-excelentes-representantes-de-atendimento-ao-cliente/","0.00","0.00","0.01","10300000","0.67,0.67,0.82,0.67,0.67,0.54,0.67,0.67,1.00,1.00,1.00,0.82","1511414204"
"aplicativo mensagem facebook","49","43","170","92.99","0.03","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.14","16800000","0.67,0.81,0.67,0.81,0.67,1.00,0.81,0.81,0.43,0.67,0.81,0.81","1508897017"
"pesquisar aplicativos","42","0","110","90.72","0.58","https://www.zendesk.com.br/apps/","0.00","0.00","0.71","1640000","0.50,0.64,0.79,0.79,0.79,0.64,0.79,0.79,0.79,1.00,1.00,0.79","1512399172"
"grouponb","42","28","30","89.64","0.26","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.12","54900000","0.50,0.75,0.75,1.00,0.75,0.75,0.75,0.50,0.50,0.50,0.50,0.75","1513091654"
"bem vindo ao face boock","61","0","40","86.49","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.02","25500000","0.71,0.29,0.71,0.29,0.57,0.43,1.00,0.43,0.43,0.29,0.71,0.71","1509322179"
"self","83","0","33100","63.07","0.19","https://www.zendesk.com.br/guide/features/customer-portal-software/self-service-portal/","0.00","0.00","0.00","2190000000","1.00,1.00,0.82,0.82,0.82,0.82,1.00,0.67,0.67,0.55,0.55,0.55","1513546384"
"suporte brasil","93","82","30","77.30","0.00","https://www.zendesk.com.br/contact/","0.00","0.00","0.00","32800000","0.75,0.75,0.50,0.50,0.75,0.50,0.75,0.50,0.75,0.50,1.00,0.25","1513098242"
"como sair do email","86","78","720","93.08","1.53","https://www.zendesk.com.br/recursos/email-rumo-nuvem/","0.00","0.00","0.06","11600000","0.36,0.24,1.00,0.24,0.30,0.36,0.30,0.67,1.00,1.00,0.19,0.44","1511599389"
"mensagens no face","87","82","50","92.37","0.03","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.09","2670000","1.00,0.64,0.64,0.64,0.45,0.45,0.36,0.45,0.45,0.27,0.36,0.45","1509342685"
"magento em portugues","47","0","70","53.31","0.00","https://www.zendesk.com.br/chat/features/magento-live-chat/","0.00","0.00","0.64","1400000","0.78,0.56,0.56,0.56,0.44,0.56,0.78,0.78,1.00,1.00,0.78,0.78","1512532816"
"sistema de sac","10","18","30","67.03","2.99","https://www.zendesk.com.br/","0.00","0.00","0.59","19900000","0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.33,0.56,0.33,1.00,0.33","1513136483"
"groupon contato","40","46","210","80.94","0.42","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.15","1640000","1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.65,0.81,0.81,0.65,0.81","1511901307"
"ferramenta de chat online","25","37","70","51.98","13.52","https://www.zendesk.com.br/","0.00","0.00","0.99","1320000","0.44,1.00,0.33,1.00,1.00,0.22,0.56,0.22,0.44,0.44,0.44,0.22","1511148217"
"número nextel atendimento cliente","97","72","140","72.23","4.49","https://www.zendesk.com.br/contact/","0.00","0.00","0.08","218000","0.44,0.44,1.00,0.44,0.54,0.28,0.36,0.13,1.00,1.00,0.08,0.13","1513361598"
"skyscanner com br","30","0","590","71.17","2.57","https://www.zendesk.com.br/customer/skyscanner/","0.00","0.00","0.14","2510000","0.05,0.05,0.01,0.05,0.02,0.03,0.04,0.02,0.10,0.10,0.09,1.00","1511605532"
"groupen","27","28","40","90.00","0.45","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.13","55100000","1.00,0.71,0.57,0.57,0.57,0.57,0.43,0.43,0.57,0.43,0.57,0.57","1509321869"
"widget para site","47","54","90","77.11","2.54","https://www.zendesk.com.br/embeddables/","0.00","0.00","0.08","25000000","1.00,0.82,1.00,0.45,0.64,0.64,0.82,0.64,0.82,0.82,0.82,0.82","1513430427"
"bem vindo aoo facebook","67","0","30","91.15","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","23500000","0.22,0.11,0.22,0.78,0.56,0.11,0.11,1.00,0.33,0.11,0.22,0.11","1508832768"
"it support software","20","9","90","55.86","0.00","https://www.zendesk.com.br/help-desk-software/features/it-support-desk/","0.00","0.00","0.00","1190000000","0.11,0.11,0.11,0.56,0.11,0.11,1.00,0.11,0.11,0.56,0.11,0.11","1509732070"
"it support software","25","0","90","55.86","0.00","https://www.zendesk.com.br/support/features/mobile-support/","0.00","0.00","0.00","1190000000","0.11,0.11,0.11,0.56,0.11,0.11,1.00,0.11,0.11,0.56,0.11,0.11","1509732070"
"bate papo free","98","0","70","79.88","0.87","https://www.zendesk.com.br/chat/","0.00","0.00","0.90","1970000","0.64,0.64,0.64,0.45,0.64,1.00,0.82,0.82,0.82,0.64,0.64,0.64","1512493118"
"99deisgns","29","0","90","67.81","0.00","https://www.zendesk.com.br/customer/99designs/","0.00","0.00","0.00","2320000","0.14,0.14,0.29,1.00,1.00,0.14,0.57,0.14,0.14,0.43,0.14,0.14","1511192091"
"criar um portal","21","21","30","71.41","2.11","https://www.zendesk.com.br/guide/features/customer-portal-software/","0.00","0.00","0.87","17900000","1.00,1.00,0.60,0.40,0.40,0.40,0.40,0.40,0.60,0.60,1.00,0.60","1513110407"
"zendesk multi language","16","0","70","72.90","0.00","https://www.zendesk.com.br/why-zendesk/customer/gengo/","0.00","0.00","0.29","295000","0.11,0.11,0.44,0.11,1.00,0.78,0.11,0.78,0.44,0.11,0.11,0.78","1511285901"
"gropum","34","24","110","84.21","0.03","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.12","54600000","1.00,1.00,1.00,1.00,0.79,0.79,0.79,0.64,0.79,0.79,0.79,0.79","1513402331"
"trivavo","17","20","210","74.71","0.22","https://www.zendesk.com.br/customer/trivago/","0.00","0.00","0.20","21800000","0.36,0.36,0.16,0.36,0.30,0.55,0.44,1.00,0.16,0.16,0.19,0.44","1513304318"
"via tickets","31","0","260","47.25","3.61","https://www.zendesk.com.br/","0.00","0.00","0.00","221000000","0.10,0.35,1.00,0.81,0.67,1.00,0.67,0.29,0.44,0.54,0.81,0.44","1511882559"
"credit suisse press release","40","0","90","50.98","0.00","https://www.zendesk.com.br/company/press/zendesk-present-credit-suisse-technology-media-telecom-conference/","0.00","0.00","0.00","2180000","0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.71,0.14,0.14","1510516824"
"the message facebook","97","51","70","80.79","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","540000000","0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33","1511369907"
"online html form builder","51","0","90","38.04","0.00","https://www.zendesk.com.br/embeddables/details/simple-html-form-builder/","0.00","0.00","0.50","3430000","0.44,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.44,0.11","1513567050"
"preço em conta","72","0","70","85.09","0.00","https://www.zendesk.com.br/product/pricing/","0.00","0.00","0.13","32900000","0.11,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.11,0.78","1511772238"
"o que outlook","71","68","50","80.02","0.00","https://www.zendesk.com.br/outlook/","0.00","0.00","0.01","30800000","0.71,1.00,1.00,0.71,0.71,0.57,0.43,0.71,1.00,0.71,1.00,0.71","1512595127"
"mensagens de ajuda","44","54","480","81.98","0.74","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.08","17300000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.81,0.81,0.81,1.00,1.00","1513210042"
"portgues","100","0","480","89.96","0.03","https://www.zendesk.com.br/","0.00","0.00","0.02","1650000000","0.82,0.12,0.30,0.12,0.24,0.19,1.00,0.44,0.67,0.67,0.36,0.67","1513271739"
