day first conv date;Week first conv date;month first conv date;year first conv date;first conversion date;email domain analysis;Eventos (Últimos 100)
28;26;6;2017;28/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;mobile-blog-arrival-popup-ebook-17-dicas / mobile-blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente / lp-planilha-cadastro-de-clientes / kit-planejamento-treasy / lp-cxtrends-2017 / kit-planejamento-treasy / lp-cxtrends-2017 / lp-manual-rapido-nps / lp-jornada-do-cliente-agendor / planilha-chamados-de-atendimento / gestao-atendimento-ao-cliente-erp / lp-gestao-de-processos-info / lp-fidelizar-clientes-e-melhorar-sua-empresa / gestao-atendimento-ao-cliente-erp / como-melhorar-a-qualidade-no-atendimento-ao-cliente / lp-infografico-satisfacao-do-cliente / lp-fidelizar-clientes-e-melhorar-sua-empresa / checklist-de-atendimento-ao-cliente / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-infografico / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;/recrutamento-de-pessoas/ / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;checklist-de-atendimento-ao-cliente / checklist-de-atendimento-ao-cliente / checklist-de-atendimento-ao-cliente / kit-ebooks / como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-cxtrends-2017 / lp-cxtrends-2017 / checklist-de-atendimento-ao-cliente / IntegracaoExact / IntegracaoExact / planilha-chamados-de-atendimento / gestao-atendimento-ao-cliente-erp / lp-gestao-de-processos-info / lp-gestao-de-pessoas-atendimento-cliente / gestao-atendimento-ao-cliente-erp / lp-infografico-satisfacao-do-cliente / checklist-de-atendimento-ao-cliente / /qualidade-no-atendimento-ao-cliente/ / blog-exit-intent-ebook-do-inferno-ao-ceu / lp-gestao-de-pessoas-infografico / /recrutamento-de-pessoas/ / blog-arrival-popup-ebook-17-dicas / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-cxtrends-2017 / lp-manual-rapido-nps / lp-manual-rapido-nps / lp-jornada-do-cliente-agendor / checklist-de-atendimento-ao-cliente / IntegracaoExact / IntegracaoExact / planilha-chamados-de-atendimento / gestao-atendimento-ao-cliente-erp / lp-gestao-de-processos-info / gestao-atendimento-ao-cliente-erp / lp-infografico-satisfacao-do-cliente / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;IntegracaoExact / IntegracaoExact / lp-jornada-do-cliente-agendor / gestao-atendimento-ao-cliente-erp / lp-infografico-satisfacao-do-cliente / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-manual-rapido-nps / kit-planejamento-treasy / lp-manual-rapido-nps / lp-gestao-de-pessoas-atendimento-cliente / blog-newsletter-footerbar-optinmonster / gestao-atendimento-ao-cliente-erp / lp-gestao-de-pessoas-infografico / lp-fidelizar-clientes-e-melhorar-sua-empresa / lp-gestao-de-pessoas-infografico / /recrutamento-de-pessoas/ / blog-arrival-popup-ebook-17-dicas / /qualidade-no-atendimento-ao-cliente/ / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;checklist-de-atendimento-ao-cliente / kit-planejamento-treasy / IntegracaoExact / kit-planejamento-treasy / lp-cxtrends-2017 / lp-manual-rapido-nps / lp-gestao-de-processos-info / lp-gestao-de-pessoas-infografico / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;kit-planejamento-treasy / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-manual-rapido-nps / lp-gestao-de-pessoas-infografico / blog-newsletter-lateral / lp-gestao-de-pessoas-atendimento-cliente / /bom-atendimento-valorizacao-produto/ / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-cxtrends-2017 / kit-planejamento-treasy / lp-cxtrends-2017 / checklist-de-atendimento-ao-cliente / IntegracaoExact / IntegracaoExact / lp-jornada-do-cliente-agendor / blog-arrival-popup-ebook-17-dicas / gestao-atendimento-ao-cliente-erp / /gestao-de-pessoas-atendimento-ao-cliente/ / blog-exit-intent-ebook-do-inferno-ao-ceu / blog-arrival-popup-ebook-17-dicas / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;como-melhorar-a-qualidade-no-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;IntegracaoExact / IntegracaoExact / lp-cxtrends-2017 / lp-infografico-satisfacao-do-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-manual-rapido-nps / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;base-treasy / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-kit-todas-as-planilhas
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-cxtrends-2017 / lp-cxtrends-2017 / jornada-do-cliente-agendor / jornada-do-cliente-agendor / jornada-do-cliente-agendor / planilha-chamados-de-atendimento / gestao-atendimento-ao-cliente-erp / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;IntegracaoExact / IntegracaoExact / lp-cxtrends-2017 / kit-planejamento-treasy / lp-cxtrends-2017 / base-treasy / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;kit-planejamento-treasy / lp-manual-rapido-nps / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-jornada-do-cliente-agendor / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-cxtrends-2017 / /diferencas-service-desk-e-help-desk/ / blog-exit-intent-ebook-do-inferno-ao-ceu / gestao-atendimento-ao-cliente-erp / /diferencas-service-desk-e-help-desk/ / blog-exit-intent-ebook-do-inferno-ao-ceu / /gestao-de-processos-no-atendimento/ / blog-arrival-popup-ebook-17-dicas / /recrutamento-de-pessoas/ / blog-exit-intent-ebook-do-inferno-ao-ceu / lp-gestao-de-pessoas-atendimento-cliente / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;planilha-chamados-de-atendimento
28;26;6;2017;28/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-manual-rapido-nps / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-jornada-do-cliente-agendor / checklist-de-atendimento-ao-cliente / checklist-de-atendimento-ao-cliente / checklist-de-atendimento-ao-cliente / planilha-de-help-desk / lp-fidelizar-clientes-e-melhorar-sua-empresa / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-infografico / blog-arrival-popup-ebook-17-dicas / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;planilha-chamados-de-atendimento / como-melhorar-a-qualidade-no-atendimento-ao-cliente / blog-newsletter-lateral / lp-gestao-de-pessoas-atendimento-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;IntegracaoExact / IntegracaoExact / lp-cxtrends-2017 / lp-manual-rapido-nps / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;gestao-atendimento-ao-cliente-erp / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-gestao-de-pessoas-infografico / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-cxtrends-2017 / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;IntegracaoExact / jornada-do-cliente-agendor / planilha-chamados-de-atendimento / lp-gestao-de-processos-info / gestao-atendimento-ao-cliente-erp / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-planilha-cadastro-de-clientes
28;26;6;2017;28/06/2017;1;IntegracaoExact
28;26;6;2017;28/06/2017;0;kit-planejamento-treasy / kit-planejamento-treasy / kit-planejamento-treasy / kit-planejamento-treasy / kit-planejamento-treasy / lp-cxtrends-2017 / lp-manual-rapido-nps / checklist-de-atendimento-ao-cliente / lp-manual-rapido-nps / lp-fidelizar-clientes-e-melhorar-sua-empresa / IntegracaoExact / IntegracaoExact / lp-jornada-do-cliente-agendor / como-melhorar-a-qualidade-no-atendimento-ao-cliente / /monte-uma-central-de-atendimento-ao-cliente/ / blog-arrival-popup-ebook-17-dicas / lp-jornada-do-cliente-agendor / /diferencas-service-desk-e-help-desk/ / blog-arrival-popup-ebook-17-dicas / planilha-chamados-de-atendimento / lp-gestao-de-pessoas-atendimento-cliente / lp-gestao-de-processos-info / gestao-atendimento-ao-cliente-erp / checklist-de-atendimento-ao-cliente / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-infografico / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-manual-rapido-nps / jornada-do-cliente-agendor / jornada-do-cliente-agendor / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;gestao-atendimento-ao-cliente-erp / gestao-atendimento-ao-cliente-erp / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;gestao-atendimento-ao-cliente-erp / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;IntegracaoExact / IntegracaoExact / lp-fidelizar-clientes-e-melhorar-sua-empresa / lp-jornada-do-cliente-agendor / planilha-chamados-de-atendimento / lp-gestao-de-pessoas-atendimento-cliente / gestao-atendimento-ao-cliente-erp / /qualidade-no-atendimento-ao-cliente/ / blog-exit-intent-ebook-do-inferno-ao-ceu / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-manual-rapido-nps / IntegracaoExact / lp-jornada-do-cliente-agendor / lp-gestao-de-processos-info / lp-infografico-satisfacao-do-cliente / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;IntegracaoExact / IntegracaoExact
28;26;6;2017;28/06/2017;1;IntegracaoExact / IntegracaoExact
28;26;6;2017;28/06/2017;1;kit-planejamento-treasy / lp-manual-rapido-nps / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-kit-todas-as-planilhas
28;26;6;2017;28/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / /planos-e-precos/sistema-de-chamados / site-exit-intent-consulting
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;1;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk
28;26;6;2017;28/06/2017;0;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk
28;26;6;2017;28/06/2017;0;lp-manual-rapido-nps / checklist-de-atendimento-ao-cliente / IntegracaoExact / IntegracaoExact / lp-jornada-do-cliente-agendor / jornada-do-cliente-agendor / planilha-chamados-de-atendimento / gestao-atendimento-ao-cliente-erp / blog-arrival-popup-ebook-17-dicas / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-manual-rapido-nps / lp-jornada-do-cliente-agendor / lp-jornada-do-cliente-agendor / lp-gestao-de-processos-info / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;ebook-satisfacao-do-cliente / lp-fidelizar-clientes-e-melhorar-sua-empresa / lp-gestao-de-pessoas-atendimento-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;planilha-chamados-de-atendimento / checklist-de-atendimento-ao-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;IntegracaoExact / IntegracaoExact / lp-jornada-do-cliente-agendor / lp-gestao-de-processos-info / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-infografico / lp-gestao-de-pessoas-infografico / checklist-de-atendimento-ao-cliente / lp-infografico-satisfacao-do-cliente / lp-gestao-de-pessoas-atendimento-cliente
28;26;6;2017;28/06/2017;0;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk
28;26;6;2017;28/06/2017;1;IntegracaoExact / IntegracaoExact / site-modal-cotacao-ocean
28;26;6;2017;28/06/2017;0;lp-fidelizar-clientes-e-melhorar-sua-empresa
29;26;6;2017;29/06/2017;0;como-melhorar-a-qualidade-no-atendimento-ao-cliente / como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2
29;26;6;2017;29/06/2017;0;lp-cxtrends-2017 / lp-cxtrends-2017 / lp-manual-rapido-nps / IntegracaoExact / lp-gestao-de-processos-info / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-infografico / lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;lp-manual-rapido-nps / lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;IntegracaoExact / site-contato-footer
29;26;6;2017;29/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;lp-jornada-do-cliente-agendor / planilha-chamados-de-atendimento / como-melhorar-a-qualidade-no-atendimento-ao-cliente / checklist-de-atendimento-ao-cliente / gestao-atendimento-ao-cliente-erp / checklist-de-atendimento-ao-cliente / lp-fidelizar-clientes-e-melhorar-sua-empresa / /qualidade-no-atendimento-ao-cliente/ / blog-arrival-popup-ebook-17-dicas / lp-fidelizar-clientes-e-melhorar-sua-empresa / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-infografico / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;lp-kit-todas-as-planilhas
29;26;6;2017;29/06/2017;0;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk
29;26;6;2017;29/06/2017;0;base-treasy / lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;gestao-atendimento-ao-cliente-erp / lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;1;IntegracaoExact / site-contato
29;26;6;2017;29/06/2017;0;kit-planejamento-treasy / kit-planejamento-treasy / lp-manual-rapido-nps / IntegracaoExact / IntegracaoExact / lp-jornada-do-cliente-agendor / lp-jornada-do-cliente-agendor / planilha-chamados-de-atendimento / gestao-atendimento-ao-cliente-erp / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-infografico / lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;1;lp-jornada-do-cliente-agendor / lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;1;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk
29;26;6;2017;29/06/2017;0;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk
29;26;6;2017;29/06/2017;0;lp-manual-rapido-nps / lp-gestao-de-pessoas-atendimento-cliente / lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;1;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk
29;26;6;2017;29/06/2017;1;IntegracaoExact
29;26;6;2017;29/06/2017;0;kit-planejamento-treasy / lp-cxtrends-2017 / lp-manual-rapido-nps / lp-jornada-do-cliente-agendor / como-melhorar-a-qualidade-no-atendimento-ao-cliente / gestao-atendimento-ao-cliente-erp / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente / como-melhorar-a-qualidade-no-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente / lp-fidelizar-clientes-e-melhorar-sua-empresa / como-reduzir-custos-com-atendimento-ao-cliente / /qualidade-no-atendimento-ao-cliente/ / /qualidade-no-atendimento-ao-cliente/ / blog-exit-intent-ebook-do-inferno-ao-ceu / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-infografico / kit-ebooks / lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;blog-arrival-popup-ebook-17-dicas / lp-kit-todas-as-planilhas
29;26;6;2017;29/06/2017;0;IntegracaoExact / IntegracaoExact
29;26;6;2017;29/06/2017;1;IntegracaoExact / IntegracaoExact
29;26;6;2017;29/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;planilha-chamados-de-atendimento
29;26;6;2017;29/06/2017;0;form-trial-experimente-o-octadesk-email / form-trial-experimente-o-octadesk-email / form-trial-experimente-o-octadesk-email / avaliacao-gratis-email-form-header / this.RdIdentificator / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
29;26;6;2017;29/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;1;lp-vivadecora-co-mkt / lp-vivadecora-co-mkt / como-melhorar-a-qualidade-no-atendimento-ao-cliente / como-melhorar-a-qualidade-no-atendimento-ao-cliente / IntegracaoExact / site-contato-footer
29;26;6;2017;29/06/2017;1;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk
29;26;6;2017;29/06/2017;1;IntegracaoExact
29;26;6;2017;29/06/2017;0;jornada-do-cliente-agendor / /bom-atendimento-valorizacao-produto/ / blog-exit-intent-ebook-do-inferno-ao-ceu / /bom-atendimento-valorizacao-produto/ / blog-exit-intent-ebook-do-inferno-ao-ceu / lp-gestao-de-pessoas-atendimento-cliente / /quanto-custa-um-atendimento-ruim-para-a-sua-empresa/ / /quanto-custa-um-atendimento-ruim-para-a-sua-empresa/ / blog-arrival-popup-ebook-17-dicas / blog-arrival-popup-ebook-17-dicas / /quanto-custa-um-atendimento-ruim-para-a-sua-empresa/ / blog-arrival-popup-ebook-17-dicas / como-reduzir-custos-com-atendimento-ao-cliente / blog-newsletter-final-post / /qualidade-no-atendimento-ao-cliente/ / blog-arrival-popup-ebook-17-dicas / lp-fidelizar-clientes-e-melhorar-sua-empresa / checklist-de-atendimento-ao-cliente / lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;1;IntegracaoExact / IntegracaoExact
29;26;6;2017;29/06/2017;1;IntegracaoExact / IntegracaoExact
29;26;6;2017;29/06/2017;0;gestao-atendimento-ao-cliente-erp / como-melhorar-a-qualidade-no-atendimento-ao-cliente / /qualidade-no-atendimento-ao-cliente/ / blog-exit-intent-ebook-do-inferno-ao-ceu / lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;IntegracaoExact / form-trial-experimente-o-octadesk
29;26;6;2017;29/06/2017;0;checklist-de-atendimento-ao-cliente / checklist-de-atendimento-ao-cliente / checklist-de-atendimento-ao-cliente
29;26;6;2017;29/06/2017;1;IntegracaoExact
29;26;6;2017;29/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;lp-manual-rapido-nps / lp-manual-rapido-nps / lp-manual-rapido-nps / lp-manual-rapido-nps / lp-manual-rapido-nps / lp-manual-rapido-nps / /o-que-e-customer-centric/ / blog-arrival-popup-ebook-17-dicas / /o-que-e-customer-centric/ / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-atendimento-cliente / como-melhorar-a-qualidade-no-atendimento-ao-cliente / /sistema-de-atendimento-ao-cliente/ / blog-exit-intent-ebook-do-inferno-ao-ceu / /7-dicas-bom-atendimento-ao-cliente/ / blog-arrival-popup-ebook-17-dicas / gestao-atendimento-ao-cliente-erp / checklist-de-atendimento-ao-cliente / blog-newsletter-final-post / blog-arrival-popup-ebook-17-dicas / /recrutamento-de-pessoas/ / blog-exit-intent-ebook-do-inferno-ao-ceu / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-atendimento-cliente
29;26;6;2017;29/06/2017;0;kit-ebooks
29;26;6;2017;29/06/2017;1;lp-planilha-cadastro-de-clientes / planilha-de-atendimento-ao-cliente
30;26;6;2017;30/06/2017;0;checklist-de-atendimento-ao-cliente
30;26;6;2017;30/06/2017;1;kit-planejamento-treasy / jornada-do-cliente-agendor / lp-infografico-satisfacao-do-cliente / lp-gestao-de-pessoas-infografico / lp-gestao-de-pessoas-atendimento-cliente
30;26;6;2017;30/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
30;26;6;2017;30/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
30;26;6;2017;30/06/2017;1;como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2
30;26;6;2017;30/06/2017;1;checklist-de-atendimento-ao-cliente
30;26;6;2017;30/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
30;26;6;2017;30/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
30;26;6;2017;30/06/2017;1;planilha-de-atendimento-ao-cliente
30;26;6;2017;30/06/2017;1;lp-gestao-de-pessoas-atendimento-cliente
30;26;6;2017;30/06/2017;0;checklist-de-atendimento-ao-cliente
30;26;6;2017;30/06/2017;1;blog-arrival-popup-ebook-17-dicas
30;26;6;2017;30/06/2017;1;planilha-de-help-desk
30;26;6;2017;30/06/2017;1;site-materiais-webinar-treinamento-octadesk / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
30;26;6;2017;30/06/2017;0;/7-dicas-bom-atendimento-ao-cliente/ / blog-arrival-popup-ebook-17-dicas / checklist-de-atendimento-ao-cliente / checklist-de-atendimento-ao-cliente / blog-newsletter-footerbar-optinmonster / lp-gestao-de-pessoas-infografico / /porque-nao-usar-planilha-de-atendimento/ / blog-arrival-popup-ebook-17-dicas
30;26;6;2017;30/06/2017;0;checklist-de-atendimento-ao-cliente
30;26;6;2017;30/06/2017;1;site-materiais-apresentacao-helpdesk-octadesk
30;26;6;2017;30/06/2017;1;site-materiais-apresentacao-helpdesk-octadesk
30;26;6;2017;30/06/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
30;26;6;2017;30/06/2017;0;como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2
30;26;6;2017;30/06/2017;1;IntegracaoExact / base-treasy / lp-manual-rapido-nps / lp-jornada-do-cliente-agendor / lp-jornada-do-cliente-agendor / lp-fidelizar-clientes-e-melhorar-sua-empresa / checklist-de-atendimento-ao-cliente / kit-ebooks
30;26;6;2017;30/06/2017;0;lp-gestao-de-pessoas-atendimento-cliente
30;26;6;2017;30/06/2017;1;checklist-de-atendimento-ao-cliente / /qualidade-no-atendimento-ao-cliente/ / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-infografico / kit-ebooks
1;26;7;2017;01/07/2017;0;como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2
1;26;7;2017;01/07/2017;0;IntegracaoExact / site-materiais-planilha-atendimento-octadesk / site-materiais-ebook-atendimento-ao-cliente / avaliacao-gratis-menu / form-trial-experimente-o-octadesk
1;26;7;2017;01/07/2017;0;lp-gestao-de-pessoas-atendimento-cliente
1;26;7;2017;01/07/2017;0;lp-gestao-de-pessoas-atendimento-cliente
1;26;7;2017;01/07/2017;0;lp-manual-rapido-nps / checklist-de-atendimento-ao-cliente / lp-gestao-de-processos-info / blog-arrival-popup-ebook-17-dicas / lp-gestao-de-pessoas-atendimento-cliente
1;26;7;2017;01/07/2017;0;lp-cxtrends-2017 / kit-planejamento-treasy / lp-fidelizar-clientes-e-melhorar-sua-empresa / lp-jornada-do-cliente-agendor / jornada-do-cliente-agendor / lp-gestao-de-pessoas-atendimento-cliente
2;27;7;2017;02/07/2017;0;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk
2;27;7;2017;02/07/2017;0;lp-gestao-de-pessoas-atendimento-cliente
2;27;7;2017;02/07/2017;0;lp-gestao-de-pessoas-atendimento-cliente
